date,state,district,pincode,demo_age_5_17,demo_age_17_
11-12-2025,Uttar Pradesh,Gorakhpur,273401,5,27
11-12-2025,Uttar Pradesh,Gorakhpur,273403,1,51
11-12-2025,Uttar Pradesh,Gorakhpur,273405,0,9
11-12-2025,Uttar Pradesh,Gorakhpur,273406,3,32
11-12-2025,Uttar Pradesh,Gorakhpur,273408,3,34
11-12-2025,Uttar Pradesh,Gorakhpur,273413,1,64
10-12-2025,Uttar Pradesh,Gorakhpur,273001,7,70
10-12-2025,Uttar Pradesh,Gorakhpur,273005,1,24
10-12-2025,Uttar Pradesh,Gorakhpur,273007,4,60
10-12-2025,Uttar Pradesh,Gorakhpur,273152,4,42
15-12-2025,Uttar Pradesh,Gorakhpur,273003,1,5
15-12-2025,Uttar Pradesh,Gorakhpur,273005,0,15
15-12-2025,Uttar Pradesh,Gorakhpur,273009,0,2
15-12-2025,Uttar Pradesh,Gorakhpur,273013,8,60
15-12-2025,Uttar Pradesh,Gorakhpur,273017,0,1
15-12-2025,Uttar Pradesh,Gorakhpur,273165,9,61
15-12-2025,Uttar Pradesh,Gorakhpur,273212,5,78
15-12-2025,Uttar Pradesh,Gorakhpur,273213,1,32
15-12-2025,Uttar Pradesh,Gorakhpur,273402,5,64
15-12-2025,Uttar Pradesh,Gorakhpur,273405,1,20
15-12-2025,Uttar Pradesh,Gorakhpur,273406,1,31
16-12-2025,Uttar Pradesh,Gorakhpur,273013,2,72
16-12-2025,Uttar Pradesh,Gorakhpur,273014,3,41
16-12-2025,Uttar Pradesh,Gorakhpur,273015,4,102
16-12-2025,Uttar Pradesh,Gorakhpur,273165,8,69
16-12-2025,Uttar Pradesh,Gorakhpur,273201,2,54
16-12-2025,Uttar Pradesh,Gorakhpur,273202,3,50
16-12-2025,Uttar Pradesh,Gorakhpur,273213,5,15
16-12-2025,Uttar Pradesh,Gorakhpur,273403,5,40
16-12-2025,Uttar Pradesh,Gorakhpur,273413,6,83
08-12-2025,Uttar Pradesh,Gorakhpur,273001,4,75
08-12-2025,Uttar Pradesh,Gorakhpur,273007,3,59
08-12-2025,Uttar Pradesh,Gorakhpur,273010,3,24
08-12-2025,Uttar Pradesh,Gorakhpur,273013,6,79
08-12-2025,Uttar Pradesh,Gorakhpur,273015,3,97
08-12-2025,Uttar Pradesh,Gorakhpur,273158,4,49
08-12-2025,Uttar Pradesh,Gorakhpur,273161,0,2
08-12-2025,Uttar Pradesh,Gorakhpur,273202,3,47
08-12-2025,Uttar Pradesh,Gorakhpur,273412,2,40
12-12-2025,Uttar Pradesh,Gorakhpur,273001,7,66
12-12-2025,Uttar Pradesh,Gorakhpur,273003,0,8
12-12-2025,Uttar Pradesh,Gorakhpur,273201,2,42
12-12-2025,Uttar Pradesh,Gorakhpur,273202,2,54
03-12-2025,Uttar Pradesh,Gorakhpur,273003,0,5
03-12-2025,Uttar Pradesh,Gorakhpur,273152,3,26
03-12-2025,Uttar Pradesh,Gorakhpur,273165,6,43
03-12-2025,Uttar Pradesh,Gorakhpur,273202,3,45
03-12-2025,Uttar Pradesh,Gorakhpur,273212,2,51
03-12-2025,Uttar Pradesh,Gorakhpur,273213,1,16
03-12-2025,Uttar Pradesh,Gorakhpur,273412,0,24
03-12-2025,Uttar Pradesh,Gorakhpur,273413,3,38
04-12-2025,Uttar Pradesh,Gorakhpur,273004,0,16
04-12-2025,Uttar Pradesh,Gorakhpur,273007,3,41
04-12-2025,Uttar Pradesh,Gorakhpur,273012,0,2
04-12-2025,Uttar Pradesh,Gorakhpur,273013,4,55
04-12-2025,Uttar Pradesh,Gorakhpur,273017,1,2
04-12-2025,Uttar Pradesh,Gorakhpur,273152,0,25
04-12-2025,Uttar Pradesh,Gorakhpur,273155,1,8
04-12-2025,Uttar Pradesh,Gorakhpur,273161,1,4
04-12-2025,Uttar Pradesh,Gorakhpur,273203,3,27
04-12-2025,Uttar Pradesh,Gorakhpur,273211,0,19
04-12-2025,Uttar Pradesh,Gorakhpur,273407,4,33
05-12-2025,Uttar Pradesh,Gorakhpur,273004,0,10
05-12-2025,Uttar Pradesh,Gorakhpur,273006,0,5
05-12-2025,Uttar Pradesh,Gorakhpur,273008,1,12
05-12-2025,Uttar Pradesh,Gorakhpur,273010,1,12
05-12-2025,Uttar Pradesh,Gorakhpur,273012,0,2
05-12-2025,Uttar Pradesh,Gorakhpur,273015,2,86
05-12-2025,Uttar Pradesh,Gorakhpur,273155,3,6
05-12-2025,Uttar Pradesh,Gorakhpur,273212,4,50
05-12-2025,Uttar Pradesh,Gorakhpur,273404,4,26
05-12-2025,Uttar Pradesh,Gorakhpur,273412,2,24
07-12-2025,Uttar Pradesh,Gorakhpur,273005,0,13
07-12-2025,Uttar Pradesh,Gorakhpur,273007,1,32
07-12-2025,Uttar Pradesh,Gorakhpur,273008,0,8
07-12-2025,Uttar Pradesh,Gorakhpur,273009,0,1
07-12-2025,Uttar Pradesh,Gorakhpur,273010,0,5
07-12-2025,Uttar Pradesh,Gorakhpur,273165,2,37
07-12-2025,Uttar Pradesh,Gorakhpur,273213,0,7
06-12-2025,Uttar Pradesh,Gorakhpur,273005,1,21
06-12-2025,Uttar Pradesh,Gorakhpur,273009,0,2
06-12-2025,Uttar Pradesh,Gorakhpur,273213,4,21
09-11-2025,Uttar Pradesh,Gorakhpur,273004,0,2
09-11-2025,Uttar Pradesh,Gorakhpur,273016,3,16
09-11-2025,Uttar Pradesh,Gorakhpur,273017,0,1
09-11-2025,Uttar Pradesh,Gorakhpur,273155,1,4
09-11-2025,Uttar Pradesh,Gorakhpur,273211,0,5
09-11-2025,Uttar Pradesh,Gorakhpur,273212,4,12
09-11-2025,Uttar Pradesh,Gorakhpur,273401,2,6
09-11-2025,Uttar Pradesh,Gorakhpur,273409,1,6
09-11-2025,Uttar Pradesh,Gorakhpur,273411,3,22
09-11-2025,Uttar Pradesh,Gorakhpur,273413,1,20
08-11-2025,Uttar Pradesh,Gorakhpur,273010,0,7
08-11-2025,Uttar Pradesh,Gorakhpur,273014,0,19
08-11-2025,Uttar Pradesh,Gorakhpur,273015,6,58
08-11-2025,Uttar Pradesh,Gorakhpur,273016,9,47
08-11-2025,Uttar Pradesh,Gorakhpur,273201,5,25
08-11-2025,Uttar Pradesh,Gorakhpur,273211,3,22
08-11-2025,Uttar Pradesh,Gorakhpur,273212,7,52
08-11-2025,Uttar Pradesh,Gorakhpur,273406,3,24
07-11-2025,Uttar Pradesh,Gorakhpur,273003,0,4
07-11-2025,Uttar Pradesh,Gorakhpur,273004,2,11
07-11-2025,Uttar Pradesh,Gorakhpur,273005,1,20
07-11-2025,Uttar Pradesh,Gorakhpur,273007,2,41
07-11-2025,Uttar Pradesh,Gorakhpur,273158,6,45
07-11-2025,Uttar Pradesh,Gorakhpur,273165,6,63
07-11-2025,Uttar Pradesh,Gorakhpur,273201,5,30
07-11-2025,Uttar Pradesh,Gorakhpur,273212,8,48
07-11-2025,Uttar Pradesh,Gorakhpur,273402,6,63
07-11-2025,Uttar Pradesh,Gorakhpur,273404,5,32
07-11-2025,Uttar Pradesh,Gorakhpur,273409,1,16
07-11-2025,Uttar Pradesh,Gorakhpur,273413,5,52
04-11-2025,Uttar Pradesh,Gorakhpur,273005,0,13
04-11-2025,Uttar Pradesh,Gorakhpur,273007,3,52
04-11-2025,Uttar Pradesh,Gorakhpur,273008,2,24
04-11-2025,Uttar Pradesh,Gorakhpur,273014,2,27
04-11-2025,Uttar Pradesh,Gorakhpur,273202,6,50
04-11-2025,Uttar Pradesh,Gorakhpur,273213,3,20
04-11-2025,Uttar Pradesh,Gorakhpur,273306,2,33
04-11-2025,Uttar Pradesh,Gorakhpur,273404,2,33
04-11-2025,Uttar Pradesh,Gorakhpur,273405,0,12
04-11-2025,Uttar Pradesh,Gorakhpur,273408,1,33
04-11-2025,Uttar Pradesh,Gorakhpur,273411,3,36
06-11-2025,Uttar Pradesh,Gorakhpur,273001,2,48
06-11-2025,Uttar Pradesh,Gorakhpur,273002,3,33
06-11-2025,Uttar Pradesh,Gorakhpur,273004,0,14
06-11-2025,Uttar Pradesh,Gorakhpur,273005,2,12
06-11-2025,Uttar Pradesh,Gorakhpur,273007,3,39
06-11-2025,Uttar Pradesh,Gorakhpur,273010,1,16
06-11-2025,Uttar Pradesh,Gorakhpur,273015,8,67
06-11-2025,Uttar Pradesh,Gorakhpur,273406,5,33
06-11-2025,Uttar Pradesh,Gorakhpur,273409,1,17
05-11-2025,Uttar Pradesh,Gorakhpur,273010,1,11
05-11-2025,Uttar Pradesh,Gorakhpur,273014,1,11
05-11-2025,Uttar Pradesh,Gorakhpur,273016,4,37
05-11-2025,Uttar Pradesh,Gorakhpur,273158,4,12
05-11-2025,Uttar Pradesh,Gorakhpur,273202,7,40
05-11-2025,Uttar Pradesh,Gorakhpur,273203,1,19
05-11-2025,Uttar Pradesh,Gorakhpur,273209,3,36
05-11-2025,Uttar Pradesh,Gorakhpur,273213,0,12
05-11-2025,Uttar Pradesh,Gorakhpur,273401,0,12
10-11-2025,Uttar Pradesh,Gorakhpur,273001,5,60
10-11-2025,Uttar Pradesh,Gorakhpur,273005,3,20
10-11-2025,Uttar Pradesh,Gorakhpur,273007,6,42
10-11-2025,Uttar Pradesh,Gorakhpur,273008,0,22
10-11-2025,Uttar Pradesh,Gorakhpur,273155,2,10
10-11-2025,Uttar Pradesh,Gorakhpur,273213,3,19
10-11-2025,Uttar Pradesh,Gorakhpur,273408,2,35
10-11-2025,Uttar Pradesh,Gorakhpur,273409,0,15
11-11-2025,Uttar Pradesh,Gorakhpur,273202,5,49
11-11-2025,Uttar Pradesh,Gorakhpur,273209,5,69
11-11-2025,Uttar Pradesh,Gorakhpur,273413,3,71
18-11-2025,Uttar Pradesh,Gorakhpur,273001,8,90
18-11-2025,Uttar Pradesh,Gorakhpur,273004,0,11
18-11-2025,Uttar Pradesh,Gorakhpur,273008,1,25
18-11-2025,Uttar Pradesh,Gorakhpur,273013,2,66
18-11-2025,Uttar Pradesh,Gorakhpur,273016,1,48
18-11-2025,Uttar Pradesh,Gorakhpur,273158,2,47
18-11-2025,Uttar Pradesh,Gorakhpur,273201,1,37
18-11-2025,Uttar Pradesh,Gorakhpur,273212,7,85
18-11-2025,Uttar Pradesh,Gorakhpur,273306,2,44
18-11-2025,Uttar Pradesh,Gorakhpur,273401,4,21
19-11-2025,Uttar Pradesh,Gorakhpur,273003,1,6
19-11-2025,Uttar Pradesh,Gorakhpur,273007,1,42
19-11-2025,Uttar Pradesh,Gorakhpur,273151,0,1
19-11-2025,Uttar Pradesh,Gorakhpur,273301,1,0
19-11-2025,Uttar Pradesh,Gorakhpur,273402,6,72
19-11-2025,Uttar Pradesh,Gorakhpur,273409,0,18
03-11-2025,Uttar Pradesh,Gorakhpur,273005,0,6
03-11-2025,Uttar Pradesh,Gorakhpur,273008,1,19
03-11-2025,Uttar Pradesh,Gorakhpur,273013,4,46
03-11-2025,Uttar Pradesh,Gorakhpur,273211,3,20
03-11-2025,Uttar Pradesh,Gorakhpur,273405,2,29
03-11-2025,Uttar Pradesh,Gorakhpur,273409,0,16
02-11-2025,Uttar Pradesh,Gorakhpur,273005,0,9
02-11-2025,Uttar Pradesh,Gorakhpur,273015,4,19
02-11-2025,Uttar Pradesh,Gorakhpur,273161,0,3
02-11-2025,Uttar Pradesh,Gorakhpur,273165,3,30
02-11-2025,Uttar Pradesh,Gorakhpur,273203,2,14
02-11-2025,Uttar Pradesh,Gorakhpur,273212,3,7
02-11-2025,Uttar Pradesh,Gorakhpur,273404,0,8
02-11-2025,Uttar Pradesh,Gorakhpur,273405,0,19
02-11-2025,Uttar Pradesh,Gorakhpur,273411,5,26
31-10-2025,Uttar Pradesh,Gorakhpur,273005,1,9
31-10-2025,Uttar Pradesh,Gorakhpur,273006,3,3
31-10-2025,Uttar Pradesh,Gorakhpur,273007,9,28
31-10-2025,Uttar Pradesh,Gorakhpur,273009,0,1
31-10-2025,Uttar Pradesh,Gorakhpur,273014,6,20
31-10-2025,Uttar Pradesh,Gorakhpur,273155,0,14
31-10-2025,Uttar Pradesh,Gorakhpur,273209,10,42
31-10-2025,Uttar Pradesh,Gorakhpur,273212,3,56
31-10-2025,Uttar Pradesh,Gorakhpur,273405,0,8
31-10-2025,Uttar Pradesh,Gorakhpur,273412,5,31
30-10-2025,Uttar Pradesh,Gorakhpur,273015,8,39
30-10-2025,Uttar Pradesh,Gorakhpur,273161,0,4
30-10-2025,Uttar Pradesh,Gorakhpur,273209,2,47
30-10-2025,Uttar Pradesh,Gorakhpur,273211,1,6
30-10-2025,Uttar Pradesh,Gorakhpur,273213,0,15
30-10-2025,Uttar Pradesh,Gorakhpur,273306,1,18
30-10-2025,Uttar Pradesh,Gorakhpur,273409,1,6
30-10-2025,Uttar Pradesh,Gorakhpur,273411,2,21
22-11-2025,Uttar Pradesh,Gorakhpur,273005,0,10
22-11-2025,Uttar Pradesh,Gorakhpur,273155,1,9
22-11-2025,Uttar Pradesh,Gorakhpur,273209,2,48
22-11-2025,Uttar Pradesh,Gorakhpur,273306,5,35
22-11-2025,Uttar Pradesh,Gorakhpur,273401,1,12
22-11-2025,Uttar Pradesh,Gorakhpur,273408,2,14
23-11-2025,Uttar Pradesh,Gorakhpur,273002,1,13
23-11-2025,Uttar Pradesh,Gorakhpur,273008,0,13
23-11-2025,Uttar Pradesh,Gorakhpur,273201,2,9
23-11-2025,Uttar Pradesh,Gorakhpur,273209,1,42
23-11-2025,Uttar Pradesh,Gorakhpur,273213,1,4
23-11-2025,Uttar Pradesh,Gorakhpur,273403,0,7
23-11-2025,Uttar Pradesh,Gorakhpur,273407,0,19
23-11-2025,Uttar Pradesh,Gorakhpur,273413,1,14
24-11-2025,Uttar Pradesh,Gorakhpur,273003,0,1
24-11-2025,Uttar Pradesh,Gorakhpur,273009,0,2
24-11-2025,Uttar Pradesh,Gorakhpur,273014,1,26
24-11-2025,Uttar Pradesh,Gorakhpur,273016,4,53
24-11-2025,Uttar Pradesh,Gorakhpur,273017,0,3
24-11-2025,Uttar Pradesh,Gorakhpur,273152,1,26
24-11-2025,Uttar Pradesh,Gorakhpur,273161,0,4
24-11-2025,Uttar Pradesh,Gorakhpur,273306,4,22
24-11-2025,Uttar Pradesh,Gorakhpur,273402,9,57
24-11-2025,Uttar Pradesh,Gorakhpur,273404,2,29
24-11-2025,Uttar Pradesh,Gorakhpur,273405,0,11
24-11-2025,Uttar Pradesh,Gorakhpur,273412,0,42
25-11-2025,Uttar Pradesh,Gorakhpur,273002,3,28
25-11-2025,Uttar Pradesh,Gorakhpur,273004,1,11
25-11-2025,Uttar Pradesh,Gorakhpur,273007,1,25
25-11-2025,Uttar Pradesh,Gorakhpur,273014,1,32
25-11-2025,Uttar Pradesh,Gorakhpur,273161,0,6
25-11-2025,Uttar Pradesh,Gorakhpur,273201,6,29
25-11-2025,Uttar Pradesh,Gorakhpur,273203,1,16
25-11-2025,Uttar Pradesh,Gorakhpur,273211,2,11
25-11-2025,Uttar Pradesh,Gorakhpur,273306,1,18
25-11-2025,Uttar Pradesh,Gorakhpur,273403,1,22
25-11-2025,Uttar Pradesh,Gorakhpur,273408,1,38
25-11-2025,Uttar Pradesh,Gorakhpur,273411,4,27
25-11-2025,Uttar Pradesh,Gorakhpur,273413,3,39
26-11-2025,Uttar Pradesh,Gorakhpur,273003,0,5
26-11-2025,Uttar Pradesh,Gorakhpur,273005,0,25
26-11-2025,Uttar Pradesh,Gorakhpur,273007,4,52
26-11-2025,Uttar Pradesh,Gorakhpur,273012,1,2
26-11-2025,Uttar Pradesh,Gorakhpur,273013,0,49
26-11-2025,Uttar Pradesh,Gorakhpur,273202,2,29
26-11-2025,Uttar Pradesh,Gorakhpur,273203,1,21
26-11-2025,Uttar Pradesh,Gorakhpur,273402,8,80
26-11-2025,Uttar Pradesh,Gorakhpur,273407,6,39
01-12-2025,Uttar Pradesh,Gorakhpur,273005,0,35
01-12-2025,Uttar Pradesh,Gorakhpur,273007,2,57
01-12-2025,Uttar Pradesh,Gorakhpur,273016,6,58
01-12-2025,Uttar Pradesh,Gorakhpur,273152,2,51
01-12-2025,Uttar Pradesh,Gorakhpur,273201,6,50
01-12-2025,Uttar Pradesh,Gorakhpur,273407,6,44
13-11-2025,Uttar Pradesh,Gorakhpur,273017,1,5
13-11-2025,Uttar Pradesh,Gorakhpur,273158,4,51
13-11-2025,Uttar Pradesh,Gorakhpur,273213,0,14
13-11-2025,Uttar Pradesh,Gorakhpur,273306,2,30
13-11-2025,Uttar Pradesh,Gorakhpur,273409,0,13
14-11-2025,Uttar Pradesh,Gorakhpur,273001,6,55
14-11-2025,Uttar Pradesh,Gorakhpur,273003,1,1
14-11-2025,Uttar Pradesh,Gorakhpur,273012,0,4
14-11-2025,Uttar Pradesh,Gorakhpur,273016,7,35
14-11-2025,Uttar Pradesh,Gorakhpur,273017,1,1
14-11-2025,Uttar Pradesh,Gorakhpur,273152,5,42
14-11-2025,Uttar Pradesh,Gorakhpur,273165,5,64
14-11-2025,Uttar Pradesh,Gorakhpur,273202,6,35
14-11-2025,Uttar Pradesh,Gorakhpur,273403,4,32
20-11-2025,Uttar Pradesh,Gorakhpur,273001,3,53
20-11-2025,Uttar Pradesh,Gorakhpur,273015,3,97
20-11-2025,Uttar Pradesh,Gorakhpur,273165,8,70
20-11-2025,Uttar Pradesh,Gorakhpur,273203,2,28
20-11-2025,Uttar Pradesh,Gorakhpur,273403,0,36
20-11-2025,Uttar Pradesh,Gorakhpur,273404,2,32
20-11-2025,Uttar Pradesh,Gorakhpur,273406,1,13
20-11-2025,Uttar Pradesh,Gorakhpur,273408,6,40
20-11-2025,Uttar Pradesh,Gorakhpur,273409,1,13
20-11-2025,Uttar Pradesh,Gorakhpur,273411,2,36
20-11-2025,Uttar Pradesh,Gorakhpur,273413,5,44
01-11-2025,Uttar Pradesh,Gorakhpur,273007,4,51
01-11-2025,Uttar Pradesh,Gorakhpur,273015,2,50
01-11-2025,Uttar Pradesh,Gorakhpur,273155,2,26
01-11-2025,Uttar Pradesh,Gorakhpur,273202,2,58
01-11-2025,Uttar Pradesh,Gorakhpur,273211,5,14
01-11-2025,Uttar Pradesh,Gorakhpur,273407,1,44
01-11-2025,Uttar Pradesh,Gorakhpur,273413,4,53
12-11-2025,Uttar Pradesh,Gorakhpur,273004,0,5
12-11-2025,Uttar Pradesh,Gorakhpur,273009,0,2
12-11-2025,Uttar Pradesh,Gorakhpur,273014,1,29
12-11-2025,Uttar Pradesh,Gorakhpur,273015,1,98
12-11-2025,Uttar Pradesh,Gorakhpur,273152,6,43
12-11-2025,Uttar Pradesh,Gorakhpur,273202,3,31
12-11-2025,Uttar Pradesh,Gorakhpur,273401,1,24
16-11-2025,Uttar Pradesh,Gorakhpur,273003,0,1
16-11-2025,Uttar Pradesh,Gorakhpur,273161,0,3
16-11-2025,Uttar Pradesh,Gorakhpur,273401,0,3
16-11-2025,Uttar Pradesh,Gorakhpur,273406,2,7
16-11-2025,Uttar Pradesh,Gorakhpur,273409,0,6
16-11-2025,Uttar Pradesh,Gorakhpur,273413,4,18
15-11-2025,Uttar Pradesh,Gorakhpur,273002,3,27
15-11-2025,Uttar Pradesh,Gorakhpur,273004,0,15
15-11-2025,Uttar Pradesh,Gorakhpur,273012,0,3
15-11-2025,Uttar Pradesh,Gorakhpur,273161,1,3
15-11-2025,Uttar Pradesh,Gorakhpur,273201,2,19
15-11-2025,Uttar Pradesh,Gorakhpur,273203,0,25
15-11-2025,Uttar Pradesh,Gorakhpur,273209,3,59
15-11-2025,Uttar Pradesh,Gorakhpur,273212,3,49
15-11-2025,Uttar Pradesh,Gorakhpur,273406,2,13
15-11-2025,Uttar Pradesh,Gorakhpur,273411,2,33
17-11-2025,Uttar Pradesh,Gorakhpur,273009,0,1
17-11-2025,Uttar Pradesh,Gorakhpur,273013,7,56
17-11-2025,Uttar Pradesh,Gorakhpur,273016,6,45
17-11-2025,Uttar Pradesh,Gorakhpur,273152,3,38
17-11-2025,Uttar Pradesh,Gorakhpur,273201,3,30
17-11-2025,Uttar Pradesh,Gorakhpur,273212,7,81
21-11-2025,Uttar Pradesh,Gorakhpur,273004,1,12
21-11-2025,Uttar Pradesh,Gorakhpur,273006,2,1
21-11-2025,Uttar Pradesh,Gorakhpur,273010,0,11
21-11-2025,Uttar Pradesh,Gorakhpur,273012,0,4
21-11-2025,Uttar Pradesh,Gorakhpur,273158,1,44
21-11-2025,Uttar Pradesh,Gorakhpur,273403,1,34
29-10-2025,Uttar Pradesh,Gorakhpur,273005,0,20
29-10-2025,Uttar Pradesh,Gorakhpur,273014,0,22
29-10-2025,Uttar Pradesh,Gorakhpur,273158,3,36
29-10-2025,Uttar Pradesh,Gorakhpur,273201,5,33
29-10-2025,Uttar Pradesh,Gorakhpur,273411,0,16
29-10-2025,Uttar Pradesh,Gorakhpur,273413,0,44
27-11-2025,Uttar Pradesh,Gorakhpur,273008,1,26
27-11-2025,Uttar Pradesh,Gorakhpur,273013,2,48
27-11-2025,Uttar Pradesh,Gorakhpur,273014,2,39
27-11-2025,Uttar Pradesh,Gorakhpur,273016,7,46
27-11-2025,Uttar Pradesh,Gorakhpur,273155,1,12
27-11-2025,Uttar Pradesh,Gorakhpur,273406,1,21
27-11-2025,Uttar Pradesh,Gorakhpur,273409,0,19
02-12-2025,Uttar Pradesh,Gorakhpur,273003,0,6
02-12-2025,Uttar Pradesh,Gorakhpur,273012,0,4
02-12-2025,Uttar Pradesh,Gorakhpur,273161,0,2
02-12-2025,Uttar Pradesh,Gorakhpur,273306,0,29
29-11-2025,Uttar Pradesh,Gorakhpur,273001,3,80
29-11-2025,Uttar Pradesh,Gorakhpur,273008,1,18
29-11-2025,Uttar Pradesh,Gorakhpur,273016,5,49
29-11-2025,Uttar Pradesh,Gorakhpur,273155,3,19
29-11-2025,Uttar Pradesh,Gorakhpur,273158,4,56
29-11-2025,Uttar Pradesh,Gorakhpur,273165,7,87
29-11-2025,Uttar Pradesh,Gorakhpur,273402,6,74
29-11-2025,Uttar Pradesh,Gorakhpur,273405,2,11
29-11-2025,Uttar Pradesh,Gorakhpur,273409,0,20
29-11-2025,Uttar Pradesh,Gorakhpur,273412,1,24
29-11-2025,Uttar Pradesh,Gorakhpur,273413,1,67
28-11-2025,Uttar Pradesh,Gorakhpur,273002,2,32
28-11-2025,Uttar Pradesh,Gorakhpur,273006,0,8
28-11-2025,Uttar Pradesh,Gorakhpur,273007,3,78
28-11-2025,Uttar Pradesh,Gorakhpur,273010,3,14
28-11-2025,Uttar Pradesh,Gorakhpur,273015,5,94
28-11-2025,Uttar Pradesh,Gorakhpur,273161,0,4
28-11-2025,Uttar Pradesh,Gorakhpur,273165,7,98
28-11-2025,Uttar Pradesh,Gorakhpur,273202,1,60
28-11-2025,Uttar Pradesh,Gorakhpur,273203,1,31
28-11-2025,Uttar Pradesh,Gorakhpur,273213,1,17
28-11-2025,Uttar Pradesh,Gorakhpur,273403,3,43
28-11-2025,Uttar Pradesh,Gorakhpur,273404,6,46
28-11-2025,Uttar Pradesh,Gorakhpur,273408,2,37
28-11-2025,Uttar Pradesh,Gorakhpur,273409,2,14
28-11-2025,Uttar Pradesh,Gorakhpur,273413,2,49
30-11-2025,Uttar Pradesh,Gorakhpur,273007,1,21
30-11-2025,Uttar Pradesh,Gorakhpur,273008,1,9
30-11-2025,Uttar Pradesh,Gorakhpur,273009,0,1
30-11-2025,Uttar Pradesh,Gorakhpur,273014,3,8
30-11-2025,Uttar Pradesh,Gorakhpur,273015,0,63
30-11-2025,Uttar Pradesh,Gorakhpur,273155,0,2
30-11-2025,Uttar Pradesh,Gorakhpur,273161,0,2
30-11-2025,Uttar Pradesh,Gorakhpur,273209,5,33
30-11-2025,Uttar Pradesh,Gorakhpur,273212,0,28
30-11-2025,Uttar Pradesh,Gorakhpur,273406,0,11
30-11-2025,Uttar Pradesh,Gorakhpur,273407,0,17
30-11-2025,Uttar Pradesh,Gorakhpur,273408,3,17
30-11-2025,Uttar Pradesh,Gorakhpur,273411,5,23
30-11-2025,Uttar Pradesh,Gorakhpur,273412,0,10
01-03-2025,Uttar Pradesh,Gorakhpur,273158,203,1656
01-03-2025,Uttar Pradesh,Gorakhpur,273010,58,427
01-03-2025,Uttar Pradesh,Gorakhpur,273401,96,626
01-03-2025,Uttar Pradesh,Gorakhpur,273403,115,1069
01-03-2025,Uttar Pradesh,Gorakhpur,273155,28,372
01-03-2025,Uttar Pradesh,Gorakhpur,273306,87,1382
01-03-2025,Uttar Pradesh,Gorakhpur,273017,10,49
01-09-2025,Uttar Pradesh,Gorakhpur,273005,0,12
01-09-2025,Uttar Pradesh,Gorakhpur,273009,0,1
01-09-2025,Uttar Pradesh,Gorakhpur,273015,8,63
01-09-2025,Uttar Pradesh,Gorakhpur,273202,12,58
01-09-2025,Uttar Pradesh,Gorakhpur,273306,15,70
01-09-2025,Uttar Pradesh,Gorakhpur,273402,24,91
01-09-2025,Uttar Pradesh,Gorakhpur,273412,12,62
02-09-2025,Uttar Pradesh,Gorakhpur,273005,2,23
02-09-2025,Uttar Pradesh,Gorakhpur,273161,1,12
02-09-2025,Uttar Pradesh,Gorakhpur,273162,0,1
02-09-2025,Uttar Pradesh,Gorakhpur,273203,5,38
02-09-2025,Uttar Pradesh,Gorakhpur,273211,11,37
02-09-2025,Uttar Pradesh,Gorakhpur,273407,10,46
02-09-2025,Uttar Pradesh,Gorakhpur,273409,3,33
02-09-2025,Uttar Pradesh,Gorakhpur,273413,15,69
03-09-2025,Uttar Pradesh,Gorakhpur,273008,1,19
03-09-2025,Uttar Pradesh,Gorakhpur,273009,0,1
03-09-2025,Uttar Pradesh,Gorakhpur,273013,5,37
03-09-2025,Uttar Pradesh,Gorakhpur,273015,7,35
03-09-2025,Uttar Pradesh,Gorakhpur,273155,2,5
03-09-2025,Uttar Pradesh,Gorakhpur,273402,9,69
03-09-2025,Uttar Pradesh,Gorakhpur,273404,6,34
03-09-2025,Uttar Pradesh,Gorakhpur,273408,7,24
03-09-2025,Uttar Pradesh,Gorakhpur,273413,9,46
05-09-2025,Uttar Pradesh,Gorakhpur,273001,2,21
05-09-2025,Uttar Pradesh,Gorakhpur,273008,2,14
05-09-2025,Uttar Pradesh,Gorakhpur,273013,2,16
05-09-2025,Uttar Pradesh,Gorakhpur,273014,3,12
05-09-2025,Uttar Pradesh,Gorakhpur,273152,4,7
05-09-2025,Uttar Pradesh,Gorakhpur,273158,13,43
05-09-2025,Uttar Pradesh,Gorakhpur,273203,7,16
05-09-2025,Uttar Pradesh,Gorakhpur,273211,3,24
05-09-2025,Uttar Pradesh,Gorakhpur,273402,13,47
05-09-2025,Uttar Pradesh,Gorakhpur,273405,6,15
05-09-2025,Uttar Pradesh,Gorakhpur,273407,5,18
05-09-2025,Uttar Pradesh,Gorakhpur,273409,6,5
05-09-2025,Uttar Pradesh,Gorakhpur,273411,3,18
04-09-2025,Uttar Pradesh,Gorakhpur,273012,0,2
04-09-2025,Uttar Pradesh,Gorakhpur,273014,2,27
04-09-2025,Uttar Pradesh,Gorakhpur,273155,5,15
04-09-2025,Uttar Pradesh,Gorakhpur,273158,25,63
04-09-2025,Uttar Pradesh,Gorakhpur,273165,22,57
04-09-2025,Uttar Pradesh,Gorakhpur,273403,5,30
04-09-2025,Uttar Pradesh,Gorakhpur,273408,6,27
07-09-2025,Uttar Pradesh,Gorakhpur,273004,0,3
07-09-2025,Uttar Pradesh,Gorakhpur,273008,2,8
07-09-2025,Uttar Pradesh,Gorakhpur,273012,0,1
07-09-2025,Uttar Pradesh,Gorakhpur,273013,3,10
07-09-2025,Uttar Pradesh,Gorakhpur,273017,1,0
07-09-2025,Uttar Pradesh,Gorakhpur,273155,0,1
