date,state,district,pincode,demo_age_5_17,demo_age_17_
16-10-2025,Uttar Pradesh,Gorakhpur,273014,3,25
16-10-2025,Uttar Pradesh,Gorakhpur,273161,2,4
16-10-2025,Uttar Pradesh,Gorakhpur,273403,9,40
16-10-2025,Uttar Pradesh,Gorakhpur,273412,2,27
17-10-2025,Uttar Pradesh,Gorakhpur,273002,4,32
17-10-2025,Uttar Pradesh,Gorakhpur,273003,1,2
17-10-2025,Uttar Pradesh,Gorakhpur,273005,2,8
17-10-2025,Uttar Pradesh,Gorakhpur,273010,2,15
17-10-2025,Uttar Pradesh,Gorakhpur,273013,4,28
17-10-2025,Uttar Pradesh,Gorakhpur,273209,5,69
17-10-2025,Uttar Pradesh,Gorakhpur,273409,1,17
18-10-2025,Uttar Pradesh,Gorakhpur,273006,2,3
18-10-2025,Uttar Pradesh,Gorakhpur,273007,6,34
18-10-2025,Uttar Pradesh,Gorakhpur,273014,1,19
18-10-2025,Uttar Pradesh,Gorakhpur,273202,7,38
18-10-2025,Uttar Pradesh,Gorakhpur,273209,13,59
18-10-2025,Uttar Pradesh,Gorakhpur,273211,4,25
18-10-2025,Uttar Pradesh,Gorakhpur,273405,0,13
18-10-2025,Uttar Pradesh,Gorakhpur,273408,3,13
22-10-2025,Uttar Pradesh,Gorakhpur,273001,0,2
22-10-2025,Uttar Pradesh,Gorakhpur,273007,0,2
22-10-2025,Uttar Pradesh,Gorakhpur,273209,1,1
23-10-2025,Uttar Pradesh,Gorakhpur,273158,2,1
23-10-2025,Uttar Pradesh,Gorakhpur,273209,1,5
23-10-2025,Uttar Pradesh,Gorakhpur,273212,1,6
23-10-2025,Uttar Pradesh,Gorakhpur,273405,0,2
24-10-2025,Uttar Pradesh,Gorakhpur,273004,0,12
24-10-2025,Uttar Pradesh,Gorakhpur,273009,0,1
24-10-2025,Uttar Pradesh,Gorakhpur,273010,3,21
24-10-2025,Uttar Pradesh,Gorakhpur,273015,3,35
24-10-2025,Uttar Pradesh,Gorakhpur,273017,0,3
24-10-2025,Uttar Pradesh,Gorakhpur,273155,2,7
24-10-2025,Uttar Pradesh,Gorakhpur,273158,16,56
24-10-2025,Uttar Pradesh,Gorakhpur,273306,5,37
24-10-2025,Uttar Pradesh,Gorakhpur,273403,4,22
24-10-2025,Uttar Pradesh,Gorakhpur,273406,1,21
28-10-2025,Uttar Pradesh,Gorakhpur,273013,2,15
28-10-2025,Uttar Pradesh,Gorakhpur,273016,2,9
28-10-2025,Uttar Pradesh,Gorakhpur,273203,0,3
28-10-2025,Uttar Pradesh,Gorakhpur,273403,1,16
28-10-2025,Uttar Pradesh,Gorakhpur,273406,1,5
28-10-2025,Uttar Pradesh,Gorakhpur,273407,1,18
26-10-2025,Uttar Pradesh,Gorakhpur,273004,1,9
26-10-2025,Uttar Pradesh,Gorakhpur,273007,7,65
26-10-2025,Uttar Pradesh,Gorakhpur,273015,5,74
26-10-2025,Uttar Pradesh,Gorakhpur,273161,1,11
26-10-2025,Uttar Pradesh,Gorakhpur,273213,3,19
26-10-2025,Uttar Pradesh,Gorakhpur,273403,1,43
26-10-2025,Uttar Pradesh,Gorakhpur,273409,3,25
19-10-2025,Uttar Pradesh,Gorakhpur,273004,5,2
19-10-2025,Uttar Pradesh,Gorakhpur,273008,3,13
19-10-2025,Uttar Pradesh,Gorakhpur,273202,8,28
19-10-2025,Uttar Pradesh,Gorakhpur,273213,1,12
19-10-2025,Uttar Pradesh,Gorakhpur,273404,6,17
19-10-2025,Uttar Pradesh,Gorakhpur,273407,2,32
21-10-2025,Uttar Pradesh,Gorakhpur,273002,3,20
21-10-2025,Uttar Pradesh,Gorakhpur,273402,1,14
21-10-2025,Uttar Pradesh,Gorakhpur,273408,3,6
21-10-2025,Uttar Pradesh,Gorakhpur,273413,4,6
20-10-2025,Uttar Pradesh,Gorakhpur,273002,1,3
20-10-2025,Uttar Pradesh,Gorakhpur,273152,1,7
20-10-2025,Uttar Pradesh,Gorakhpur,273158,1,4
20-10-2025,Uttar Pradesh,Gorakhpur,273165,1,8
20-10-2025,Uttar Pradesh,Gorakhpur,273202,1,8
25-10-2025,Uttar Pradesh,Gorakhpur,273012,0,1
25-10-2025,Uttar Pradesh,Gorakhpur,273014,2,17
25-10-2025,Uttar Pradesh,Gorakhpur,273155,1,6
25-10-2025,Uttar Pradesh,Gorakhpur,273306,2,24
25-10-2025,Uttar Pradesh,Gorakhpur,273408,3,38
25-10-2025,Uttar Pradesh,Gorakhpur,273412,1,30
27-10-2025,Uttar Pradesh,Gorakhpur,273006,0,2
27-10-2025,Uttar Pradesh,Gorakhpur,273015,6,30
27-10-2025,Uttar Pradesh,Gorakhpur,273152,3,24
27-10-2025,Uttar Pradesh,Gorakhpur,273158,5,30
27-10-2025,Uttar Pradesh,Gorakhpur,273202,6,28
27-10-2025,Uttar Pradesh,Gorakhpur,273407,4,22
03-11-2025,Uttar Pradesh,Gorakhpur,273009,0,1
07-12-2025,Uttar Pradesh,Gorakhpur,273012,0,1
14-12-2025,Uttar Pradesh,Gorakhpur,273017,1,3
09-12-2025,Uttar Pradesh,Gorakhpur,273005,1,27
09-12-2025,Uttar Pradesh,Gorakhpur,273014,2,50
09-12-2025,Uttar Pradesh,Gorakhpur,273015,9,87
09-12-2025,Uttar Pradesh,Gorakhpur,273017,1,3
09-12-2025,Uttar Pradesh,Gorakhpur,273152,3,39
09-12-2025,Uttar Pradesh,Gorakhpur,273165,4,69
09-12-2025,Uttar Pradesh,Gorakhpur,273211,2,25
09-12-2025,Uttar Pradesh,Gorakhpur,273402,3,90
09-12-2025,Uttar Pradesh,Gorakhpur,273405,0,9
11-12-2025,Uttar Pradesh,Gorakhpur,273152,0,27
11-12-2025,Uttar Pradesh,Gorakhpur,273158,7,65
11-12-2025,Uttar Pradesh,Gorakhpur,273161,0,12
11-12-2025,Uttar Pradesh,Gorakhpur,273306,4,39
11-12-2025,Uttar Pradesh,Gorakhpur,273409,0,13
05-12-2025,Uttar Pradesh,Gorakhpur,273002,3,21
05-12-2025,Uttar Pradesh,Gorakhpur,273005,0,19
05-12-2025,Uttar Pradesh,Gorakhpur,273007,1,53
05-12-2025,Uttar Pradesh,Gorakhpur,273014,2,23
05-12-2025,Uttar Pradesh,Gorakhpur,273152,1,28
05-12-2025,Uttar Pradesh,Gorakhpur,273203,1,23
05-12-2025,Uttar Pradesh,Gorakhpur,273401,2,27
05-12-2025,Uttar Pradesh,Gorakhpur,273402,6,31
10-12-2025,Uttar Pradesh,Gorakhpur,273002,2,41
10-12-2025,Uttar Pradesh,Gorakhpur,273008,3,22
10-12-2025,Uttar Pradesh,Gorakhpur,273158,2,55
10-12-2025,Uttar Pradesh,Gorakhpur,273403,7,35
10-12-2025,Uttar Pradesh,Gorakhpur,273411,2,33
10-12-2025,Uttar Pradesh,Gorakhpur,273412,3,41
08-12-2025,Uttar Pradesh,Gorakhpur,273005,0,28
08-12-2025,Uttar Pradesh,Gorakhpur,273201,2,38
08-12-2025,Uttar Pradesh,Gorakhpur,273409,0,10
08-12-2025,Uttar Pradesh,Gorakhpur,273411,3,33
08-12-2025,Uttar Pradesh,Gorakhpur,273413,3,57
12-12-2025,Uttar Pradesh,Gorakhpur,273013,5,45
12-12-2025,Uttar Pradesh,Gorakhpur,273016,5,33
12-12-2025,Uttar Pradesh,Gorakhpur,273306,4,36
12-12-2025,Uttar Pradesh,Gorakhpur,273404,4,36
12-12-2025,Uttar Pradesh,Gorakhpur,273408,2,38
03-12-2025,Uttar Pradesh,Gorakhpur,273002,0,22
03-12-2025,Uttar Pradesh,Gorakhpur,273007,1,51
03-12-2025,Uttar Pradesh,Gorakhpur,273015,10,126
03-12-2025,Uttar Pradesh,Gorakhpur,273017,0,2
03-12-2025,Uttar Pradesh,Gorakhpur,273155,1,11
03-12-2025,Uttar Pradesh,Gorakhpur,273158,3,44
03-12-2025,Uttar Pradesh,Gorakhpur,273211,1,15
03-12-2025,Uttar Pradesh,Gorakhpur,273403,2,26
03-12-2025,Uttar Pradesh,Gorakhpur,273405,3,8
04-12-2025,Uttar Pradesh,Gorakhpur,273165,0,66
04-12-2025,Uttar Pradesh,Gorakhpur,273401,0,32
04-12-2025,Uttar Pradesh,Gorakhpur,273403,3,44
04-12-2025,Uttar Pradesh,Gorakhpur,273405,1,8
06-12-2025,Uttar Pradesh,Gorakhpur,273013,3,64
06-12-2025,Uttar Pradesh,Gorakhpur,273015,4,108
06-12-2025,Uttar Pradesh,Gorakhpur,273016,8,58
06-12-2025,Uttar Pradesh,Gorakhpur,273161,1,6
06-12-2025,Uttar Pradesh,Gorakhpur,273165,11,72
06-12-2025,Uttar Pradesh,Gorakhpur,273201,3,36
06-12-2025,Uttar Pradesh,Gorakhpur,273209,6,80
06-12-2025,Uttar Pradesh,Gorakhpur,273404,2,28
07-12-2025,Uttar Pradesh,Gorakhpur,273014,0,11
07-12-2025,Uttar Pradesh,Gorakhpur,273158,1,15
07-12-2025,Uttar Pradesh,Gorakhpur,273201,2,25
07-12-2025,Uttar Pradesh,Gorakhpur,273404,7,10
07-12-2025,Uttar Pradesh,Gorakhpur,273405,3,26
07-12-2025,Uttar Pradesh,Gorakhpur,273406,1,10
07-12-2025,Uttar Pradesh,Gorakhpur,273409,3,11
07-12-2025,Uttar Pradesh,Gorakhpur,273412,1,16
23-12-2025,Uttar Pradesh,Gorakhpur,273017,0,1
25-12-2025,Uttar Pradesh,Gorakhpur,273012,0,2
29-12-2025,Uttar Pradesh,Gorakhpur,273004,0,10
29-12-2025,Uttar Pradesh,Gorakhpur,273012,0,1
29-12-2025,Uttar Pradesh,Gorakhpur,273013,5,59
29-12-2025,Uttar Pradesh,Gorakhpur,273306,3,35
29-12-2025,Uttar Pradesh,Gorakhpur,273402,7,79
29-12-2025,Uttar Pradesh,Gorakhpur,273403,1,43
29-12-2025,Uttar Pradesh,Gorakhpur,273404,5,38
29-12-2025,Uttar Pradesh,Gorakhpur,273406,3,15
29-12-2025,Uttar Pradesh,Gorakhpur,273412,5,43
29-12-2025,Uttar Pradesh,Gorakhpur,273413,4,71
01-01-2026,Uttar Pradesh,Gorakhpur,273010,0,7
01-01-2026,Uttar Pradesh,Gorakhpur,273158,8,30
01-01-2026,Uttar Pradesh,Gorakhpur,273202,4,37
01-01-2026,Uttar Pradesh,Gorakhpur,273209,5,65
01-01-2026,Uttar Pradesh,Gorakhpur,273401,2,22
01-01-2026,Uttar Pradesh,Gorakhpur,273402,2,39
01-01-2026,Uttar Pradesh,Gorakhpur,273408,0,25
01-01-2026,Uttar Pradesh,Gorakhpur,273409,1,2
03-01-2026,Uttar Pradesh,Gorakhpur,273004,0,3
03-01-2026,Uttar Pradesh,Gorakhpur,273005,0,8
03-01-2026,Uttar Pradesh,Gorakhpur,273007,0,16
03-01-2026,Uttar Pradesh,Gorakhpur,273161,0,5
03-01-2026,Uttar Pradesh,Gorakhpur,273211,1,5
03-01-2026,Uttar Pradesh,Gorakhpur,273404,0,4
03-01-2026,Uttar Pradesh,Gorakhpur,273405,0,4
03-01-2026,Uttar Pradesh,Gorakhpur,273406,1,5
23-12-2025,Uttar Pradesh,Gorakhpur,273152,3,39
23-12-2025,Uttar Pradesh,Gorakhpur,273155,0,25
23-12-2025,Uttar Pradesh,Gorakhpur,273161,0,5
23-12-2025,Uttar Pradesh,Gorakhpur,273165,7,55
23-12-2025,Uttar Pradesh,Gorakhpur,273211,1,15
23-12-2025,Uttar Pradesh,Gorakhpur,273212,4,44
23-12-2025,Uttar Pradesh,Gorakhpur,273405,0,4
23-12-2025,Uttar Pradesh,Gorakhpur,273406,3,19
23-12-2025,Uttar Pradesh,Gorakhpur,273407,1,28
23-12-2025,Uttar Pradesh,Gorakhpur,273408,2,28
23-12-2025,Uttar Pradesh,Gorakhpur,273413,3,35
24-12-2025,Uttar Pradesh,Gorakhpur,273002,7,30
24-12-2025,Uttar Pradesh,Gorakhpur,273006,0,6
24-12-2025,Uttar Pradesh,Gorakhpur,273009,0,2
24-12-2025,Uttar Pradesh,Gorakhpur,273015,5,83
24-12-2025,Uttar Pradesh,Gorakhpur,273016,2,41
24-12-2025,Uttar Pradesh,Gorakhpur,273152,3,56
24-12-2025,Uttar Pradesh,Gorakhpur,273165,2,48
24-12-2025,Uttar Pradesh,Gorakhpur,273211,6,31
24-12-2025,Uttar Pradesh,Gorakhpur,273413,2,63
26-12-2025,Uttar Pradesh,Gorakhpur,273004,1,10
26-12-2025,Uttar Pradesh,Gorakhpur,273008,1,18
26-12-2025,Uttar Pradesh,Gorakhpur,273009,0,2
26-12-2025,Uttar Pradesh,Gorakhpur,273016,2,32
26-12-2025,Uttar Pradesh,Gorakhpur,273017,0,1
26-12-2025,Uttar Pradesh,Gorakhpur,273203,0,25
26-12-2025,Uttar Pradesh,Gorakhpur,273213,3,22
26-12-2025,Uttar Pradesh,Gorakhpur,273306,1,35
26-12-2025,Uttar Pradesh,Gorakhpur,273406,1,19
26-12-2025,Uttar Pradesh,Gorakhpur,273409,1,18
26-12-2025,Uttar Pradesh,Gorakhpur,273412,1,46
26-12-2025,Uttar Pradesh,Gorakhpur,273413,1,49
25-12-2025,Uttar Pradesh,Gorakhpur,273001,0,31
25-12-2025,Uttar Pradesh,Gorakhpur,273002,1,7
25-12-2025,Uttar Pradesh,Gorakhpur,273010,0,13
25-12-2025,Uttar Pradesh,Gorakhpur,273161,0,1
25-12-2025,Uttar Pradesh,Gorakhpur,273402,4,31
25-12-2025,Uttar Pradesh,Gorakhpur,273407,0,14
25-12-2025,Uttar Pradesh,Gorakhpur,273409,1,8
27-12-2025,Uttar Pradesh,Gorakhpur,273002,4,21
27-12-2025,Uttar Pradesh,Gorakhpur,273007,6,31
27-12-2025,Uttar Pradesh,Gorakhpur,273014,3,21
27-12-2025,Uttar Pradesh,Gorakhpur,273152,4,45
27-12-2025,Uttar Pradesh,Gorakhpur,273165,7,58
27-12-2025,Uttar Pradesh,Gorakhpur,273212,1,49
27-12-2025,Uttar Pradesh,Gorakhpur,273306,2,25
27-12-2025,Uttar Pradesh,Gorakhpur,273403,6,38
19-12-2025,Uttar Pradesh,Gorakhpur,273005,1,21
19-12-2025,Uttar Pradesh,Gorakhpur,273008,1,20
19-12-2025,Uttar Pradesh,Gorakhpur,273015,4,68
19-12-2025,Uttar Pradesh,Gorakhpur,273017,0,1
19-12-2025,Uttar Pradesh,Gorakhpur,273152,3,36
19-12-2025,Uttar Pradesh,Gorakhpur,273158,3,35
19-12-2025,Uttar Pradesh,Gorakhpur,273202,0,41
19-12-2025,Uttar Pradesh,Gorakhpur,273203,3,22
19-12-2025,Uttar Pradesh,Gorakhpur,273213,1,15
19-12-2025,Uttar Pradesh,Gorakhpur,273403,2,22
19-12-2025,Uttar Pradesh,Gorakhpur,273407,8,30
19-12-2025,Uttar Pradesh,Gorakhpur,273408,4,39
19-12-2025,Uttar Pradesh,Gorakhpur,273411,4,24
19-12-2025,Uttar Pradesh,Gorakhpur,273413,1,30
18-12-2025,Uttar Pradesh,Gorakhpur,273002,3,30
18-12-2025,Uttar Pradesh,Gorakhpur,273014,1,32
18-12-2025,Uttar Pradesh,Gorakhpur,273015,10,85
18-12-2025,Uttar Pradesh,Gorakhpur,273016,4,44
18-12-2025,Uttar Pradesh,Gorakhpur,273161,0,5
18-12-2025,Uttar Pradesh,Gorakhpur,273209,3,65
18-12-2025,Uttar Pradesh,Gorakhpur,273302,0,1
18-12-2025,Uttar Pradesh,Gorakhpur,273404,2,18
18-12-2025,Uttar Pradesh,Gorakhpur,273412,5,43
02-01-2026,Uttar Pradesh,Gorakhpur,273003,0,3
02-01-2026,Uttar Pradesh,Gorakhpur,273007,2,24
02-01-2026,Uttar Pradesh,Gorakhpur,273014,3,19
02-01-2026,Uttar Pradesh,Gorakhpur,273152,3,15
02-01-2026,Uttar Pradesh,Gorakhpur,273165,10,44
02-01-2026,Uttar Pradesh,Gorakhpur,273201,4,25
02-01-2026,Uttar Pradesh,Gorakhpur,273209,9,47
02-01-2026,Uttar Pradesh,Gorakhpur,273211,4,11
02-01-2026,Uttar Pradesh,Gorakhpur,273407,5,18
04-11-2025,Uttar Pradesh,Gorakhpur,273002,5,43
04-11-2025,Uttar Pradesh,Gorakhpur,273015,4,65
04-11-2025,Uttar Pradesh,Gorakhpur,273016,9,62
04-11-2025,Uttar Pradesh,Gorakhpur,273152,2,51
04-11-2025,Uttar Pradesh,Gorakhpur,273403,8,41
04-11-2025,Uttar Pradesh,Gorakhpur,273406,0,15
05-11-2025,Uttar Pradesh,Gorakhpur,273001,5,30
05-11-2025,Uttar Pradesh,Gorakhpur,273004,1,4
05-11-2025,Uttar Pradesh,Gorakhpur,273005,1,7
05-11-2025,Uttar Pradesh,Gorakhpur,273008,1,14
05-11-2025,Uttar Pradesh,Gorakhpur,273402,0,32
05-11-2025,Uttar Pradesh,Gorakhpur,273403,1,19
05-11-2025,Uttar Pradesh,Gorakhpur,273406,2,5
05-11-2025,Uttar Pradesh,Gorakhpur,273408,1,18
06-11-2025,Uttar Pradesh,Gorakhpur,273009,0,1
06-11-2025,Uttar Pradesh,Gorakhpur,273013,2,42
06-11-2025,Uttar Pradesh,Gorakhpur,273152,3,44
06-11-2025,Uttar Pradesh,Gorakhpur,273158,6,58
06-11-2025,Uttar Pradesh,Gorakhpur,273211,6,18
06-11-2025,Uttar Pradesh,Gorakhpur,273306,2,39
06-11-2025,Uttar Pradesh,Gorakhpur,273402,5,91
06-11-2025,Uttar Pradesh,Gorakhpur,273405,1,6
25-11-2025,Uttar Pradesh,Gorakhpur,273012,1,0
28-12-2025,Uttar Pradesh,Gorakhpur,273006,0,2
28-12-2025,Uttar Pradesh,Gorakhpur,273010,1,7
28-12-2025,Uttar Pradesh,Gorakhpur,273158,2,33
28-12-2025,Uttar Pradesh,Gorakhpur,273201,2,24
28-12-2025,Uttar Pradesh,Gorakhpur,273213,2,6
28-12-2025,Uttar Pradesh,Gorakhpur,273401,3,26
28-12-2025,Uttar Pradesh,Gorakhpur,273404,4,19
28-12-2025,Uttar Pradesh,Gorakhpur,273406,2,12
28-12-2025,Uttar Pradesh,Gorakhpur,273407,3,12
28-12-2025,Uttar Pradesh,Gorakhpur,273412,1,12
31-12-2025,Uttar Pradesh,Gorakhpur,273003,0,3
31-12-2025,Uttar Pradesh,Gorakhpur,273008,1,12
31-12-2025,Uttar Pradesh,Gorakhpur,273016,0,38
31-12-2025,Uttar Pradesh,Gorakhpur,273161,0,8
31-12-2025,Uttar Pradesh,Gorakhpur,273202,3,46
31-12-2025,Uttar Pradesh,Gorakhpur,273203,0,12
31-12-2025,Uttar Pradesh,Gorakhpur,273212,4,48
31-12-2025,Uttar Pradesh,Gorakhpur,273213,1,17
31-12-2025,Uttar Pradesh,Gorakhpur,273306,1,42
31-12-2025,Uttar Pradesh,Gorakhpur,273402,5,58
31-12-2025,Uttar Pradesh,Gorakhpur,273403,2,31
31-12-2025,Uttar Pradesh,Gorakhpur,273406,2,14
31-12-2025,Uttar Pradesh,Gorakhpur,273407,0,31
20-12-2025,Uttar Pradesh,Gorakhpur,273009,0,1
20-12-2025,Uttar Pradesh,Gorakhpur,273155,1,4
20-12-2025,Uttar Pradesh,Gorakhpur,273202,3,39
20-12-2025,Uttar Pradesh,Gorakhpur,273405,0,4
20-12-2025,Uttar Pradesh,Gorakhpur,273408,4,39
20-12-2025,Uttar Pradesh,Gorakhpur,273409,0,15
20-12-2025,Uttar Pradesh,Gorakhpur,273412,4,14
21-12-2025,Uttar Pradesh,Gorakhpur,273006,0,1
21-12-2025,Uttar Pradesh,Gorakhpur,273013,1,19
21-12-2025,Uttar Pradesh,Gorakhpur,273014,0,7
21-12-2025,Uttar Pradesh,Gorakhpur,273016,0,11
21-12-2025,Uttar Pradesh,Gorakhpur,273213,0,6
21-12-2025,Uttar Pradesh,Gorakhpur,273401,0,3
21-12-2025,Uttar Pradesh,Gorakhpur,273402,2,11
21-12-2025,Uttar Pradesh,Gorakhpur,273403,1,6
13-12-2025,Uttar Pradesh,Gorakhpur,273004,1,12
13-12-2025,Uttar Pradesh,Gorakhpur,273005,0,25
13-12-2025,Uttar Pradesh,Gorakhpur,273012,0,3
13-12-2025,Uttar Pradesh,Gorakhpur,273013,4,56
13-12-2025,Uttar Pradesh,Gorakhpur,273015,9,86
13-12-2025,Uttar Pradesh,Gorakhpur,273155,1,9
13-12-2025,Uttar Pradesh,Gorakhpur,273161,0,12
13-12-2025,Uttar Pradesh,Gorakhpur,273203,1,20
13-12-2025,Uttar Pradesh,Gorakhpur,273412,1,31
16-12-2025,Uttar Pradesh,Gorakhpur,273008,2,20
16-12-2025,Uttar Pradesh,Gorakhpur,273017,0,3
16-12-2025,Uttar Pradesh,Gorakhpur,273158,6,41
16-12-2025,Uttar Pradesh,Gorakhpur,273161,0,9
16-12-2025,Uttar Pradesh,Gorakhpur,273211,6,21
16-12-2025,Uttar Pradesh,Gorakhpur,273212,4,88
16-12-2025,Uttar Pradesh,Gorakhpur,273301,0,1
22-12-2025,Uttar Pradesh,Gorakhpur,273001,3,46
22-12-2025,Uttar Pradesh,Gorakhpur,273003,0,5
22-12-2025,Uttar Pradesh,Gorakhpur,273008,1,24
22-12-2025,Uttar Pradesh,Gorakhpur,273015,4,82
22-12-2025,Uttar Pradesh,Gorakhpur,273016,0,25
22-12-2025,Uttar Pradesh,Gorakhpur,273017,0,2
22-12-2025,Uttar Pradesh,Gorakhpur,273158,5,34
22-12-2025,Uttar Pradesh,Gorakhpur,273211,4,27
22-12-2025,Uttar Pradesh,Gorakhpur,273212,2,64
22-12-2025,Uttar Pradesh,Gorakhpur,273306,0,31
22-12-2025,Uttar Pradesh,Gorakhpur,273401,2,20
22-12-2025,Uttar Pradesh,Gorakhpur,273402,1,47
22-12-2025,Uttar Pradesh,Gorakhpur,273403,1,39
22-12-2025,Uttar Pradesh,Gorakhpur,273408,2,32
22-12-2025,Uttar Pradesh,Gorakhpur,273411,1,27
14-12-2025,Uttar Pradesh,Gorakhpur,273001,0,28
14-12-2025,Uttar Pradesh,Gorakhpur,273007,3,30
14-12-2025,Uttar Pradesh,Gorakhpur,273013,3,37
14-12-2025,Uttar Pradesh,Gorakhpur,273014,0,10
14-12-2025,Uttar Pradesh,Gorakhpur,273015,1,49
14-12-2025,Uttar Pradesh,Gorakhpur,273016,3,18
14-12-2025,Uttar Pradesh,Gorakhpur,273213,1,10
14-12-2025,Uttar Pradesh,Gorakhpur,273404,0,6
14-12-2025,Uttar Pradesh,Gorakhpur,273413,2,32
15-12-2025,Uttar Pradesh,Gorakhpur,273012,0,2
15-12-2025,Uttar Pradesh,Gorakhpur,273158,8,62
15-12-2025,Uttar Pradesh,Gorakhpur,273161,0,7
15-12-2025,Uttar Pradesh,Gorakhpur,273201,5,40
15-12-2025,Uttar Pradesh,Gorakhpur,273209,8,88
15-12-2025,Uttar Pradesh,Gorakhpur,273403,4,55
17-12-2025,Uttar Pradesh,Gorakhpur,273010,0,7
17-12-2025,Uttar Pradesh,Gorakhpur,273013,3,54
17-12-2025,Uttar Pradesh,Gorakhpur,273158,3,42
17-12-2025,Uttar Pradesh,Gorakhpur,273161,0,6
17-12-2025,Uttar Pradesh,Gorakhpur,273201,6,36
17-12-2025,Uttar Pradesh,Gorakhpur,273203,1,32
17-12-2025,Uttar Pradesh,Gorakhpur,273209,11,93
17-12-2025,Uttar Pradesh,Gorakhpur,273405,0,6
10-11-2025,Uttar Pradesh,Gorakhpur,273006,1,6
10-11-2025,Uttar Pradesh,Gorakhpur,273010,2,23
10-11-2025,Uttar Pradesh,Gorakhpur,273013,2,43
10-11-2025,Uttar Pradesh,Gorakhpur,273016,5,50
10-11-2025,Uttar Pradesh,Gorakhpur,273158,4,41
10-11-2025,Uttar Pradesh,Gorakhpur,273306,2,32
10-11-2025,Uttar Pradesh,Gorakhpur,273402,5,81
10-11-2025,Uttar Pradesh,Gorakhpur,273407,3,41
11-11-2025,Uttar Pradesh,Gorakhpur,273002,4,40
11-11-2025,Uttar Pradesh,Gorakhpur,273006,0,6
11-11-2025,Uttar Pradesh,Gorakhpur,273007,4,49
11-11-2025,Uttar Pradesh,Gorakhpur,273013,4,48
11-11-2025,Uttar Pradesh,Gorakhpur,273015,7,98
11-11-2025,Uttar Pradesh,Gorakhpur,273158,2,53
11-11-2025,Uttar Pradesh,Gorakhpur,273165,6,55
11-11-2025,Uttar Pradesh,Gorakhpur,273211,3,23
11-11-2025,Uttar Pradesh,Gorakhpur,273403,4,50
11-11-2025,Uttar Pradesh,Gorakhpur,273405,2,10
11-11-2025,Uttar Pradesh,Gorakhpur,273406,2,14
11-11-2025,Uttar Pradesh,Gorakhpur,273407,6,40
11-11-2025,Uttar Pradesh,Gorakhpur,273408,0,26
11-11-2025,Uttar Pradesh,Gorakhpur,273409,0,14
11-11-2025,Uttar Pradesh,Gorakhpur,273411,1,29
13-11-2025,Uttar Pradesh,Gorakhpur,273002,0,20
13-11-2025,Uttar Pradesh,Gorakhpur,273013,2,60
13-11-2025,Uttar Pradesh,Gorakhpur,273016,2,58
13-11-2025,Uttar Pradesh,Gorakhpur,273404,2,19
14-11-2025,Uttar Pradesh,Gorakhpur,273005,0,12
14-11-2025,Uttar Pradesh,Gorakhpur,273007,6,47
14-11-2025,Uttar Pradesh,Gorakhpur,273015,5,73
14-11-2025,Uttar Pradesh,Gorakhpur,273212,2,59
14-11-2025,Uttar Pradesh,Gorakhpur,273213,1,22
14-11-2025,Uttar Pradesh,Gorakhpur,273401,2,23
14-11-2025,Uttar Pradesh,Gorakhpur,273413,4,48
07-11-2025,Uttar Pradesh,Gorakhpur,273008,4,25
07-11-2025,Uttar Pradesh,Gorakhpur,273014,1,28
07-11-2025,Uttar Pradesh,Gorakhpur,273015,4,70
07-11-2025,Uttar Pradesh,Gorakhpur,273017,0,1
07-11-2025,Uttar Pradesh,Gorakhpur,273161,0,7
09-11-2025,Uttar Pradesh,Gorakhpur,273010,0,4
09-11-2025,Uttar Pradesh,Gorakhpur,273013,1,10
09-11-2025,Uttar Pradesh,Gorakhpur,273014,1,6
09-11-2025,Uttar Pradesh,Gorakhpur,273158,0,11
08-11-2025,Uttar Pradesh,Gorakhpur,273005,1,12
08-11-2025,Uttar Pradesh,Gorakhpur,273008,1,16
08-11-2025,Uttar Pradesh,Gorakhpur,273165,2,58
08-11-2025,Uttar Pradesh,Gorakhpur,273203,1,19
08-11-2025,Uttar Pradesh,Gorakhpur,273209,7,67
12-11-2025,Uttar Pradesh,Gorakhpur,273001,4,51
12-11-2025,Uttar Pradesh,Gorakhpur,273002,2,28
12-11-2025,Uttar Pradesh,Gorakhpur,273003,0,7
12-11-2025,Uttar Pradesh,Gorakhpur,273007,5,53
12-11-2025,Uttar Pradesh,Gorakhpur,273012,0,1
12-11-2025,Uttar Pradesh,Gorakhpur,273016,4,48
12-11-2025,Uttar Pradesh,Gorakhpur,273017,0,2
12-11-2025,Uttar Pradesh,Gorakhpur,273203,3,21
12-11-2025,Uttar Pradesh,Gorakhpur,273211,2,20
12-11-2025,Uttar Pradesh,Gorakhpur,273404,1,34
12-11-2025,Uttar Pradesh,Gorakhpur,273405,1,17
12-11-2025,Uttar Pradesh,Gorakhpur,273407,4,22
12-11-2025,Uttar Pradesh,Gorakhpur,273412,3,26
15-11-2025,Uttar Pradesh,Gorakhpur,273003,1,8
15-11-2025,Uttar Pradesh,Gorakhpur,273006,0,18
15-11-2025,Uttar Pradesh,Gorakhpur,273009,0,1
15-11-2025,Uttar Pradesh,Gorakhpur,273403,3,28
16-11-2025,Uttar Pradesh,Gorakhpur,273013,1,18
16-11-2025,Uttar Pradesh,Gorakhpur,273165,2,29
16-11-2025,Uttar Pradesh,Gorakhpur,273202,1,26
