date,state,district,pincode,bio_age_5_17,bio_age_17_,city
18-10-2025,Rajasthan,Jaipur,303805,0,3,jaipur
18-10-2025,Rajasthan,Jaipur,303908,3,2,jaipur
07-06-2025,Rajasthan,Jaipur,302034,0,4,jaipur
07-06-2025,Rajasthan,Jaipur,303006,0,5,jaipur
07-06-2025,Rajasthan,Jaipur,303702,0,5,jaipur
21-10-2025,Rajasthan,Jaipur,302017,3,3,jaipur
21-10-2025,Rajasthan,Jaipur,302027,0,2,jaipur
21-10-2025,Rajasthan,Jaipur,302028,0,1,jaipur
21-10-2025,Rajasthan,Jaipur,303104,2,1,jaipur
21-10-2025,Rajasthan,Jaipur,303119,0,1,jaipur
21-10-2025,Rajasthan,Jaipur,303301,5,1,jaipur
21-10-2025,Rajasthan,Jaipur,303305,2,4,jaipur
21-10-2025,Rajasthan,Jaipur,303348,0,1,jaipur
21-10-2025,Rajasthan,Jaipur,303803,7,2,jaipur
21-10-2025,Rajasthan,Jaipur,303908,7,2,jaipur
16-07-2025,Rajasthan,Jaipur,302001,9,22,jaipur
16-07-2025,Rajasthan,Jaipur,302011,0,4,jaipur
16-07-2025,Rajasthan,Jaipur,302017,17,41,jaipur
16-07-2025,Rajasthan,Jaipur,302019,3,15,jaipur
16-07-2025,Rajasthan,Jaipur,302023,0,3,jaipur
16-07-2025,Rajasthan,Jaipur,302028,7,34,jaipur
16-07-2025,Rajasthan,Jaipur,303002,7,10,jaipur
16-07-2025,Rajasthan,Jaipur,303003,25,11,jaipur
16-07-2025,Rajasthan,Jaipur,303004,2,5,jaipur
16-07-2025,Rajasthan,Jaipur,303009,1,4,jaipur
16-07-2025,Rajasthan,Jaipur,303104,15,24,jaipur
16-07-2025,Rajasthan,Jaipur,303107,11,10,jaipur
16-07-2025,Rajasthan,Jaipur,303109,15,11,jaipur
16-07-2025,Rajasthan,Jaipur,303305,3,11,jaipur
16-07-2025,Rajasthan,Jaipur,303328,6,25,jaipur
16-07-2025,Rajasthan,Jaipur,303603,9,25,jaipur
16-07-2025,Rajasthan,Jaipur,303604,6,11,jaipur
16-07-2025,Rajasthan,Jaipur,303803,0,3,jaipur
16-07-2025,Rajasthan,Jaipur,303804,6,8,jaipur
16-07-2025,Rajasthan,Jaipur,303805,10,12,jaipur
23-07-2025,Rajasthan,Jaipur,302012,37,87,jaipur
23-07-2025,Rajasthan,Jaipur,302020,11,24,jaipur
23-07-2025,Rajasthan,Jaipur,302023,0,2,jaipur
23-07-2025,Rajasthan,Jaipur,303006,5,3,jaipur
23-07-2025,Rajasthan,Jaipur,303102,10,18,jaipur
23-07-2025,Rajasthan,Jaipur,303103,23,40,jaipur
23-07-2025,Rajasthan,Jaipur,303104,9,21,jaipur
23-07-2025,Rajasthan,Jaipur,303105,13,22,jaipur
23-07-2025,Rajasthan,Jaipur,303107,8,10,jaipur
23-07-2025,Rajasthan,Jaipur,303119,9,8,jaipur
23-07-2025,Rajasthan,Jaipur,303301,3,7,jaipur
23-07-2025,Rajasthan,Jaipur,303302,6,5,jaipur
23-07-2025,Rajasthan,Jaipur,303305,6,6,jaipur
23-07-2025,Rajasthan,Jaipur,303328,15,24,jaipur
23-07-2025,Rajasthan,Jaipur,303338,4,11,jaipur
23-07-2025,Rajasthan,Jaipur,303603,8,18,jaipur
23-07-2025,Rajasthan,Jaipur,303701,11,11,jaipur
23-07-2025,Rajasthan,Jaipur,303704,1,1,jaipur
23-07-2025,Rajasthan,Jaipur,303712,3,15,jaipur
23-07-2025,Rajasthan,Jaipur,303804,5,9,jaipur
23-07-2025,Rajasthan,Jaipur,303805,9,13,jaipur
23-07-2025,Rajasthan,Jaipur,303807,7,3,jaipur
23-07-2025,Rajasthan,Jaipur,303908,2,7,jaipur
20-07-2025,Rajasthan,Jaipur,302001,6,5,jaipur
20-07-2025,Rajasthan,Jaipur,302003,2,5,jaipur
20-07-2025,Rajasthan,Jaipur,302017,5,2,jaipur
20-07-2025,Rajasthan,Jaipur,302033,14,5,jaipur
20-07-2025,Rajasthan,Jaipur,303903,1,0,jaipur
19-07-2025,Rajasthan,Jaipur,302012,64,91,jaipur
19-07-2025,Rajasthan,Jaipur,302015,4,2,jaipur
19-07-2025,Rajasthan,Jaipur,302016,17,33,jaipur
19-07-2025,Rajasthan,Jaipur,302022,4,6,jaipur
19-07-2025,Rajasthan,Jaipur,302023,0,4,jaipur
19-07-2025,Rajasthan,Jaipur,302034,5,8,jaipur
19-07-2025,Rajasthan,Jaipur,303007,2,9,jaipur
19-07-2025,Rajasthan,Jaipur,303110,3,4,jaipur
19-07-2025,Rajasthan,Jaipur,303120,4,12,jaipur
19-07-2025,Rajasthan,Jaipur,303121,0,1,jaipur
19-07-2025,Rajasthan,Jaipur,303301,3,3,jaipur
19-07-2025,Rajasthan,Jaipur,303348,1,3,jaipur
19-07-2025,Rajasthan,Jaipur,303802,1,1,jaipur
19-07-2025,Rajasthan,Jaipur,303807,4,1,jaipur
19-07-2025,Rajasthan,Jaipur,303905,5,4,jaipur
19-07-2025,Rajasthan,Jaipur,303908,4,1,jaipur
18-07-2025,Rajasthan,Jaipur,302005,1,0,jaipur
18-07-2025,Rajasthan,Jaipur,302013,6,13,jaipur
18-07-2025,Rajasthan,Jaipur,302016,23,41,jaipur
18-07-2025,Rajasthan,Jaipur,302020,7,20,jaipur
18-07-2025,Rajasthan,Jaipur,302024,0,1,jaipur
18-07-2025,Rajasthan,Jaipur,302029,15,26,jaipur
18-07-2025,Rajasthan,Jaipur,302032,0,7,jaipur
18-07-2025,Rajasthan,Jaipur,302033,2,17,jaipur
18-07-2025,Rajasthan,Jaipur,302037,0,1,jaipur
18-07-2025,Rajasthan,Jaipur,303004,0,6,jaipur
18-07-2025,Rajasthan,Jaipur,303005,0,4,jaipur
18-07-2025,Rajasthan,Jaipur,303106,9,11,jaipur
18-07-2025,Rajasthan,Jaipur,303110,5,8,jaipur
18-07-2025,Rajasthan,Jaipur,303119,15,7,jaipur
18-07-2025,Rajasthan,Jaipur,303601,1,5,jaipur
18-07-2025,Rajasthan,Jaipur,303704,1,4,jaipur
18-07-2025,Rajasthan,Jaipur,303804,4,11,jaipur
18-07-2025,Rajasthan,Jaipur,303807,2,5,jaipur
18-07-2025,Rajasthan,Jaipur,303908,8,13,jaipur
17-07-2025,Rajasthan,Jaipur,302002,17,37,jaipur
17-07-2025,Rajasthan,Jaipur,302006,12,24,jaipur
17-07-2025,Rajasthan,Jaipur,302013,13,19,jaipur
17-07-2025,Rajasthan,Jaipur,302015,3,17,jaipur
17-07-2025,Rajasthan,Jaipur,302017,12,29,jaipur
17-07-2025,Rajasthan,Jaipur,302020,6,17,jaipur
17-07-2025,Rajasthan,Jaipur,302028,13,31,jaipur
17-07-2025,Rajasthan,Jaipur,303008,14,14,jaipur
17-07-2025,Rajasthan,Jaipur,303107,8,12,jaipur
17-07-2025,Rajasthan,Jaipur,303108,33,15,jaipur
17-07-2025,Rajasthan,Jaipur,303109,13,20,jaipur
17-07-2025,Rajasthan,Jaipur,303120,5,10,jaipur
17-07-2025,Rajasthan,Jaipur,303301,8,7,jaipur
17-07-2025,Rajasthan,Jaipur,303507,3,2,jaipur
17-07-2025,Rajasthan,Jaipur,303604,18,14,jaipur
17-07-2025,Rajasthan,Jaipur,303701,10,9,jaipur
17-07-2025,Rajasthan,Jaipur,303704,3,5,jaipur
17-07-2025,Rajasthan,Jaipur,303801,4,5,jaipur
17-07-2025,Rajasthan,Jaipur,303905,0,2,jaipur
24-07-2025,Rajasthan,Jaipur,302003,10,30,jaipur
24-07-2025,Rajasthan,Jaipur,302013,9,15,jaipur
24-07-2025,Rajasthan,Jaipur,302016,11,43,jaipur
24-07-2025,Rajasthan,Jaipur,302018,7,8,jaipur
24-07-2025,Rajasthan,Jaipur,302027,12,26,jaipur
24-07-2025,Rajasthan,Jaipur,302034,0,13,jaipur
24-07-2025,Rajasthan,Jaipur,303003,5,6,jaipur
24-07-2025,Rajasthan,Jaipur,303005,9,10,jaipur
24-07-2025,Rajasthan,Jaipur,303006,7,5,jaipur
24-07-2025,Rajasthan,Jaipur,303009,5,5,jaipur
24-07-2025,Rajasthan,Jaipur,303102,13,8,jaipur
24-07-2025,Rajasthan,Jaipur,303121,2,2,jaipur
24-07-2025,Rajasthan,Jaipur,303305,16,7,jaipur
24-07-2025,Rajasthan,Jaipur,303348,3,1,jaipur
24-07-2025,Rajasthan,Jaipur,303706,2,9,jaipur
24-07-2025,Rajasthan,Jaipur,303805,8,11,jaipur
24-07-2025,Rajasthan,Jaipur,303806,6,13,jaipur
24-07-2025,Rajasthan,Jaipur,303807,4,1,jaipur
28-07-2025,Rajasthan,Jaipur,302004,12,21,jaipur
28-07-2025,Rajasthan,Jaipur,302006,17,20,jaipur
28-07-2025,Rajasthan,Jaipur,302011,0,3,jaipur
28-07-2025,Rajasthan,Jaipur,302022,3,4,jaipur
28-07-2025,Rajasthan,Jaipur,302024,0,1,jaipur
28-07-2025,Rajasthan,Jaipur,302033,5,12,jaipur
28-07-2025,Rajasthan,Jaipur,303002,6,9,jaipur
28-07-2025,Rajasthan,Jaipur,303004,1,1,jaipur
28-07-2025,Rajasthan,Jaipur,303005,13,4,jaipur
28-07-2025,Rajasthan,Jaipur,303008,7,10,jaipur
28-07-2025,Rajasthan,Jaipur,303105,15,16,jaipur
28-07-2025,Rajasthan,Jaipur,303109,8,13,jaipur
28-07-2025,Rajasthan,Jaipur,303338,6,14,jaipur
28-07-2025,Rajasthan,Jaipur,303507,2,3,jaipur
28-07-2025,Rajasthan,Jaipur,303601,4,11,jaipur
28-07-2025,Rajasthan,Jaipur,303702,9,6,jaipur
28-07-2025,Rajasthan,Jaipur,303706,7,7,jaipur
28-07-2025,Rajasthan,Jaipur,303801,1,18,jaipur
28-07-2025,Rajasthan,Jaipur,303904,1,6,jaipur
28-07-2025,Rajasthan,Jaipur,303905,2,4,jaipur
28-07-2025,Rajasthan,Jaipur,303908,7,10,jaipur
27-07-2025,Rajasthan,Jaipur,302001,6,4,jaipur
27-07-2025,Rajasthan,Jaipur,302019,5,5,jaipur
27-07-2025,Rajasthan,Jaipur,302026,2,1,jaipur
27-07-2025,Rajasthan,Jaipur,303008,0,1,jaipur
27-07-2025,Rajasthan,Jaipur,303012,0,1,jaipur
27-07-2025,Rajasthan,Jaipur,303105,4,2,jaipur
27-07-2025,Rajasthan,Jaipur,303108,0,3,jaipur
27-07-2025,Rajasthan,Jaipur,303603,0,1,jaipur
27-07-2025,Rajasthan,Jaipur,303903,2,0,jaipur
02-08-2025,Rajasthan,Jaipur,302002,13,35,jaipur
02-08-2025,Rajasthan,Jaipur,302003,15,27,jaipur
02-08-2025,Rajasthan,Jaipur,302011,2,0,jaipur
02-08-2025,Rajasthan,Jaipur,302022,2,2,jaipur
02-08-2025,Rajasthan,Jaipur,302023,0,2,jaipur
02-08-2025,Rajasthan,Jaipur,302026,0,3,jaipur
02-08-2025,Rajasthan,Jaipur,302029,4,14,jaipur
02-08-2025,Rajasthan,Jaipur,302031,5,10,jaipur
02-08-2025,Rajasthan,Jaipur,303001,3,2,jaipur
02-08-2025,Rajasthan,Jaipur,303004,2,3,jaipur
02-08-2025,Rajasthan,Jaipur,303006,0,2,jaipur
02-08-2025,Rajasthan,Jaipur,303008,0,1,jaipur
02-08-2025,Rajasthan,Jaipur,303102,3,0,jaipur
02-08-2025,Rajasthan,Jaipur,303120,5,4,jaipur
02-08-2025,Rajasthan,Jaipur,303348,0,4,jaipur
02-08-2025,Rajasthan,Jaipur,303603,2,2,jaipur
02-08-2025,Rajasthan,Jaipur,303702,3,7,jaipur
02-08-2025,Rajasthan,Jaipur,303801,0,2,jaipur
02-08-2025,Rajasthan,Jaipur,303805,11,4,jaipur
29-07-2025,Rajasthan,Jaipur,302002,24,45,jaipur
29-07-2025,Rajasthan,Jaipur,302006,12,25,jaipur
29-07-2025,Rajasthan,Jaipur,302017,15,31,jaipur
29-07-2025,Rajasthan,Jaipur,302021,6,21,jaipur
29-07-2025,Rajasthan,Jaipur,302022,5,9,jaipur
29-07-2025,Rajasthan,Jaipur,302026,1,8,jaipur
29-07-2025,Rajasthan,Jaipur,303007,12,11,jaipur
29-07-2025,Rajasthan,Jaipur,303102,13,10,jaipur
29-07-2025,Rajasthan,Jaipur,303103,26,31,jaipur
29-07-2025,Rajasthan,Jaipur,303107,15,8,jaipur
29-07-2025,Rajasthan,Jaipur,303108,21,41,jaipur
29-07-2025,Rajasthan,Jaipur,303302,11,8,jaipur
29-07-2025,Rajasthan,Jaipur,303603,14,18,jaipur
29-07-2025,Rajasthan,Jaipur,303604,6,6,jaipur
29-07-2025,Rajasthan,Jaipur,303702,10,13,jaipur
29-07-2025,Rajasthan,Jaipur,303803,7,5,jaipur
29-07-2025,Rajasthan,Jaipur,303806,2,8,jaipur
29-07-2025,Rajasthan,Jaipur,303903,6,4,jaipur
05-07-2025,Rajasthan,Jaipur,302001,8,16,jaipur
05-07-2025,Rajasthan,Jaipur,302012,39,103,jaipur
05-07-2025,Rajasthan,Jaipur,302017,9,20,jaipur
05-07-2025,Rajasthan,Jaipur,302018,2,6,jaipur
05-07-2025,Rajasthan,Jaipur,302032,1,4,jaipur
05-07-2025,Rajasthan,Jaipur,302033,3,18,jaipur
05-07-2025,Rajasthan,Jaipur,303003,19,7,jaipur
05-07-2025,Rajasthan,Jaipur,303005,1,5,jaipur
05-07-2025,Rajasthan,Jaipur,303006,0,2,jaipur
05-07-2025,Rajasthan,Jaipur,303007,2,4,jaipur
05-07-2025,Rajasthan,Jaipur,303106,8,5,jaipur
05-07-2025,Rajasthan,Jaipur,303108,4,9,jaipur
05-07-2025,Rajasthan,Jaipur,303109,7,18,jaipur
05-07-2025,Rajasthan,Jaipur,303110,1,6,jaipur
05-07-2025,Rajasthan,Jaipur,303301,7,8,jaipur
05-07-2025,Rajasthan,Jaipur,303305,5,6,jaipur
05-07-2025,Rajasthan,Jaipur,303603,9,12,jaipur
05-07-2025,Rajasthan,Jaipur,303701,1,3,jaipur
05-07-2025,Rajasthan,Jaipur,303801,2,2,jaipur
05-07-2025,Rajasthan,Jaipur,303807,2,1,jaipur
05-07-2025,Rajasthan,Jaipur,303903,8,5,jaipur
10-07-2025,Rajasthan,Jaipur,302002,27,43,jaipur
10-07-2025,Rajasthan,Jaipur,302003,29,32,jaipur
10-07-2025,Rajasthan,Jaipur,302006,15,23,jaipur
10-07-2025,Rajasthan,Jaipur,302021,6,33,jaipur
10-07-2025,Rajasthan,Jaipur,302022,3,7,jaipur
10-07-2025,Rajasthan,Jaipur,303105,6,15,jaipur
10-07-2025,Rajasthan,Jaipur,303109,6,12,jaipur
10-07-2025,Rajasthan,Jaipur,303302,18,7,jaipur
10-07-2025,Rajasthan,Jaipur,303305,8,13,jaipur
10-07-2025,Rajasthan,Jaipur,303602,1,2,jaipur
10-07-2025,Rajasthan,Jaipur,303603,20,19,jaipur
10-07-2025,Rajasthan,Jaipur,303701,10,8,jaipur
10-07-2025,Rajasthan,Jaipur,303702,18,10,jaipur
10-07-2025,Rajasthan,Jaipur,303712,9,10,jaipur
10-07-2025,Rajasthan,Jaipur,303806,2,4,jaipur
10-07-2025,Rajasthan,Jaipur,303903,10,9,jaipur
09-07-2025,Rajasthan,Jaipur,302004,10,35,jaipur
09-07-2025,Rajasthan,Jaipur,302016,29,31,jaipur
09-07-2025,Rajasthan,Jaipur,303001,15,15,jaipur
09-07-2025,Rajasthan,Jaipur,303003,9,6,jaipur
09-07-2025,Rajasthan,Jaipur,303106,9,30,jaipur
09-07-2025,Rajasthan,Jaipur,303107,23,7,jaipur
09-07-2025,Rajasthan,Jaipur,303109,13,12,jaipur
09-07-2025,Rajasthan,Jaipur,303301,13,18,jaipur
09-07-2025,Rajasthan,Jaipur,303712,9,8,jaipur
09-07-2025,Rajasthan,Jaipur,303802,6,1,jaipur
06-08-2025,Rajasthan,Jaipur,302016,20,52,jaipur
06-08-2025,Rajasthan,Jaipur,302021,21,23,jaipur
06-08-2025,Rajasthan,Jaipur,302032,1,4,jaipur
06-08-2025,Rajasthan,Jaipur,303007,13,16,jaipur
06-08-2025,Rajasthan,Jaipur,303103,30,22,jaipur
06-08-2025,Rajasthan,Jaipur,303110,6,17,jaipur
06-08-2025,Rajasthan,Jaipur,303805,30,15,jaipur
06-08-2025,Rajasthan,Jaipur,303806,6,9,jaipur
07-08-2025,Rajasthan,Jaipur,302019,12,9,jaipur
07-08-2025,Rajasthan,Jaipur,302021,15,34,jaipur
07-08-2025,Rajasthan,Jaipur,302026,12,16,jaipur
07-08-2025,Rajasthan,Jaipur,302027,4,24,jaipur
07-08-2025,Rajasthan,Jaipur,302033,10,22,jaipur
07-08-2025,Rajasthan,Jaipur,302034,2,6,jaipur
07-08-2025,Rajasthan,Jaipur,302039,13,22,jaipur
07-08-2025,Rajasthan,Jaipur,303009,10,5,jaipur
07-08-2025,Rajasthan,Jaipur,303012,21,10,jaipur
07-08-2025,Rajasthan,Jaipur,303102,29,8,jaipur
07-08-2025,Rajasthan,Jaipur,303108,79,40,jaipur
07-08-2025,Rajasthan,Jaipur,303110,9,7,jaipur
07-08-2025,Rajasthan,Jaipur,303119,10,12,jaipur
07-08-2025,Rajasthan,Jaipur,303302,11,3,jaipur
07-08-2025,Rajasthan,Jaipur,303338,12,14,jaipur
07-08-2025,Rajasthan,Jaipur,303348,3,2,jaipur
07-08-2025,Rajasthan,Jaipur,303507,3,2,jaipur
07-08-2025,Rajasthan,Jaipur,303603,11,26,jaipur
07-08-2025,Rajasthan,Jaipur,303704,4,4,jaipur
07-08-2025,Rajasthan,Jaipur,303706,2,8,jaipur
07-08-2025,Rajasthan,Jaipur,303712,18,19,jaipur
07-08-2025,Rajasthan,Jaipur,303904,6,12,jaipur
07-08-2025,Rajasthan,Jaipur,303908,8,4,jaipur
24-09-2025,Rajasthan,Jaipur,302018,12,14,jaipur
24-09-2025,Rajasthan,Jaipur,302019,6,13,jaipur
24-09-2025,Rajasthan,Jaipur,302020,18,13,jaipur
24-09-2025,Rajasthan,Jaipur,302024,2,2,jaipur
24-09-2025,Rajasthan,Jaipur,302025,0,3,jaipur
24-09-2025,Rajasthan,Jaipur,302039,20,15,jaipur
24-09-2025,Rajasthan,Jaipur,303001,19,12,jaipur
24-09-2025,Rajasthan,Jaipur,303005,37,5,jaipur
24-09-2025,Rajasthan,Jaipur,303008,40,16,jaipur
24-09-2025,Rajasthan,Jaipur,303012,51,16,jaipur
24-09-2025,Rajasthan,Jaipur,303108,42,23,jaipur
24-09-2025,Rajasthan,Jaipur,303338,32,15,jaipur
24-09-2025,Rajasthan,Jaipur,303507,7,0,jaipur
24-09-2025,Rajasthan,Jaipur,303701,18,7,jaipur
24-09-2025,Rajasthan,Jaipur,303801,15,12,jaipur
24-09-2025,Rajasthan,Jaipur,303802,2,0,jaipur
23-09-2025,Rajasthan,Jaipur,302015,7,12,jaipur
23-09-2025,Rajasthan,Jaipur,302017,26,35,jaipur
23-09-2025,Rajasthan,Jaipur,302021,20,30,jaipur
23-09-2025,Rajasthan,Jaipur,302024,0,2,jaipur
23-09-2025,Rajasthan,Jaipur,302026,8,11,jaipur
23-09-2025,Rajasthan,Jaipur,303005,19,5,jaipur
23-09-2025,Rajasthan,Jaipur,303007,33,9,jaipur
23-09-2025,Rajasthan,Jaipur,303105,31,9,jaipur
23-09-2025,Rajasthan,Jaipur,303110,15,11,jaipur
23-09-2025,Rajasthan,Jaipur,303119,30,15,jaipur
23-09-2025,Rajasthan,Jaipur,303704,19,11,jaipur
23-09-2025,Rajasthan,Jaipur,303712,24,10,jaipur
23-09-2025,Rajasthan,Jaipur,303802,9,0,jaipur
25-09-2025,Rajasthan,Jaipur,302003,26,25,jaipur
25-09-2025,Rajasthan,Jaipur,302004,35,17,jaipur
25-09-2025,Rajasthan,Jaipur,302015,2,8,jaipur
25-09-2025,Rajasthan,Jaipur,302037,2,0,jaipur
25-09-2025,Rajasthan,Jaipur,302039,14,18,jaipur
25-09-2025,Rajasthan,Jaipur,303006,19,3,jaipur
25-09-2025,Rajasthan,Jaipur,303012,22,24,jaipur
25-09-2025,Rajasthan,Jaipur,303121,3,0,jaipur
25-09-2025,Rajasthan,Jaipur,303712,10,15,jaipur
25-09-2025,Rajasthan,Jaipur,303901,29,18,jaipur
25-09-2025,Rajasthan,Jaipur,303903,11,10,jaipur
25-09-2025,Rajasthan,Jaipur,303904,16,3,jaipur
25-09-2025,Rajasthan,Jaipur,303905,9,14,jaipur
26-09-2025,Rajasthan,Jaipur,302002,24,42,jaipur
26-09-2025,Rajasthan,Jaipur,302005,2,2,jaipur
26-09-2025,Rajasthan,Jaipur,302011,2,3,jaipur
26-09-2025,Rajasthan,Jaipur,302012,50,73,jaipur
26-09-2025,Rajasthan,Jaipur,302013,9,17,jaipur
26-09-2025,Rajasthan,Jaipur,302032,2,3,jaipur
26-09-2025,Rajasthan,Jaipur,303001,18,8,jaipur
26-09-2025,Rajasthan,Jaipur,303005,26,11,jaipur
26-09-2025,Rajasthan,Jaipur,303009,21,8,jaipur
26-09-2025,Rajasthan,Jaipur,303328,26,27,jaipur
26-09-2025,Rajasthan,Jaipur,303701,12,8,jaipur
26-09-2025,Rajasthan,Jaipur,303805,18,5,jaipur
01-10-2025,Rajasthan,Jaipur,302006,6,19,jaipur
01-10-2025,Rajasthan,Jaipur,302019,9,21,jaipur
01-10-2025,Rajasthan,Jaipur,302021,18,27,jaipur
01-10-2025,Rajasthan,Jaipur,302022,0,6,jaipur
01-10-2025,Rajasthan,Jaipur,302024,0,3,jaipur
01-10-2025,Rajasthan,Jaipur,302025,0,1,jaipur
01-10-2025,Rajasthan,Jaipur,302026,9,8,jaipur
01-10-2025,Rajasthan,Jaipur,302028,21,24,jaipur
01-10-2025,Rajasthan,Jaipur,303002,7,5,jaipur
01-10-2025,Rajasthan,Jaipur,303008,24,23,jaipur
01-10-2025,Rajasthan,Jaipur,303106,21,11,jaipur
01-10-2025,Rajasthan,Jaipur,303120,25,9,jaipur
01-10-2025,Rajasthan,Jaipur,303507,2,0,jaipur
01-10-2025,Rajasthan,Jaipur,303602,6,5,jaipur
01-10-2025,Rajasthan,Jaipur,303604,27,20,jaipur
01-10-2025,Rajasthan,Jaipur,303704,5,4,jaipur
01-10-2025,Rajasthan,Jaipur,303706,3,1,jaipur
01-10-2025,Rajasthan,Jaipur,303712,12,9,jaipur
01-10-2025,Rajasthan,Jaipur,303802,2,4,jaipur
27-09-2025,Rajasthan,Jaipur,302020,47,46,jaipur
27-09-2025,Rajasthan,Jaipur,302023,0,2,jaipur
27-09-2025,Rajasthan,Jaipur,302024,0,1,jaipur
27-09-2025,Rajasthan,Jaipur,302025,0,1,jaipur
27-09-2025,Rajasthan,Jaipur,302026,5,8,jaipur
27-09-2025,Rajasthan,Jaipur,303104,23,8,jaipur
27-09-2025,Rajasthan,Jaipur,303120,40,5,jaipur
27-09-2025,Rajasthan,Jaipur,303305,26,14,jaipur
27-09-2025,Rajasthan,Jaipur,303348,13,7,jaipur
27-09-2025,Rajasthan,Jaipur,303601,3,1,jaipur
27-09-2025,Rajasthan,Jaipur,303702,16,8,jaipur
27-09-2025,Rajasthan,Jaipur,303712,3,3,jaipur
28-09-2025,Rajasthan,Jaipur,302003,2,11,jaipur
28-09-2025,Rajasthan,Jaipur,302004,14,25,jaipur
28-09-2025,Rajasthan,Jaipur,302015,4,2,jaipur
28-09-2025,Rajasthan,Jaipur,302016,2,9,jaipur
28-09-2025,Rajasthan,Jaipur,302021,6,5,jaipur
28-09-2025,Rajasthan,Jaipur,302031,4,6,jaipur
28-09-2025,Rajasthan,Jaipur,302039,6,5,jaipur
28-09-2025,Rajasthan,Jaipur,303338,1,0,jaipur
29-09-2025,Rajasthan,Jaipur,302001,10,37,jaipur
29-09-2025,Rajasthan,Jaipur,302002,39,54,jaipur
29-09-2025,Rajasthan,Jaipur,302004,7,20,jaipur
29-09-2025,Rajasthan,Jaipur,302011,5,3,jaipur
29-09-2025,Rajasthan,Jaipur,302019,4,20,jaipur
29-09-2025,Rajasthan,Jaipur,302022,6,6,jaipur
29-09-2025,Rajasthan,Jaipur,302032,2,3,jaipur
29-09-2025,Rajasthan,Jaipur,302037,1,0,jaipur
29-09-2025,Rajasthan,Jaipur,302039,21,25,jaipur
29-09-2025,Rajasthan,Jaipur,303001,11,6,jaipur
29-09-2025,Rajasthan,Jaipur,303009,17,3,jaipur
29-09-2025,Rajasthan,Jaipur,303012,29,12,jaipur
29-09-2025,Rajasthan,Jaipur,303105,17,7,jaipur
29-09-2025,Rajasthan,Jaipur,303305,16,15,jaipur
29-09-2025,Rajasthan,Jaipur,303328,23,19,jaipur
29-09-2025,Rajasthan,Jaipur,303338,31,19,jaipur
29-09-2025,Rajasthan,Jaipur,303507,1,3,jaipur
29-09-2025,Rajasthan,Jaipur,303604,26,16,jaipur
29-09-2025,Rajasthan,Jaipur,303801,13,7,jaipur
29-09-2025,Rajasthan,Jaipur,303807,8,2,jaipur
29-09-2025,Rajasthan,Jaipur,303901,20,19,jaipur
29-09-2025,Rajasthan,Jaipur,303903,8,9,jaipur
19-08-2025,Rajasthan,Jaipur,302004,10,20,jaipur
19-08-2025,Rajasthan,Jaipur,302012,44,96,jaipur
19-08-2025,Rajasthan,Jaipur,302013,9,24,jaipur
19-08-2025,Rajasthan,Jaipur,302015,6,12,jaipur
19-08-2025,Rajasthan,Jaipur,302018,5,20,jaipur
19-08-2025,Rajasthan,Jaipur,302023,2,2,jaipur
19-08-2025,Rajasthan,Jaipur,302024,0,2,jaipur
19-08-2025,Rajasthan,Jaipur,302028,21,23,jaipur
19-08-2025,Rajasthan,Jaipur,302033,11,21,jaipur
19-08-2025,Rajasthan,Jaipur,302037,0,1,jaipur
19-08-2025,Rajasthan,Jaipur,303004,0,5,jaipur
19-08-2025,Rajasthan,Jaipur,303009,3,10,jaipur
19-08-2025,Rajasthan,Jaipur,303012,11,10,jaipur
19-08-2025,Rajasthan,Jaipur,303102,14,13,jaipur
19-08-2025,Rajasthan,Jaipur,303120,15,21,jaipur
19-08-2025,Rajasthan,Jaipur,303338,7,26,jaipur
19-08-2025,Rajasthan,Jaipur,303701,5,10,jaipur
19-08-2025,Rajasthan,Jaipur,303702,9,9,jaipur
19-08-2025,Rajasthan,Jaipur,303806,5,12,jaipur
19-08-2025,Rajasthan,Jaipur,303908,11,10,jaipur
20-08-2025,Rajasthan,Jaipur,302001,6,22,jaipur
20-08-2025,Rajasthan,Jaipur,302004,10,14,jaipur
20-08-2025,Rajasthan,Jaipur,302005,0,1,jaipur
20-08-2025,Rajasthan,Jaipur,302006,9,25,jaipur
20-08-2025,Rajasthan,Jaipur,302011,1,3,jaipur
20-08-2025,Rajasthan,Jaipur,302012,40,91,jaipur
20-08-2025,Rajasthan,Jaipur,302022,5,14,jaipur
20-08-2025,Rajasthan,Jaipur,302029,12,21,jaipur
20-08-2025,Rajasthan,Jaipur,302032,0,5,jaipur
20-08-2025,Rajasthan,Jaipur,303005,2,7,jaipur
20-08-2025,Rajasthan,Jaipur,303009,10,9,jaipur
20-08-2025,Rajasthan,Jaipur,303103,18,24,jaipur
20-08-2025,Rajasthan,Jaipur,303105,11,10,jaipur
20-08-2025,Rajasthan,Jaipur,303107,10,12,jaipur
20-08-2025,Rajasthan,Jaipur,303110,9,2,jaipur
20-08-2025,Rajasthan,Jaipur,303302,3,10,jaipur
20-08-2025,Rajasthan,Jaipur,303305,11,8,jaipur
20-08-2025,Rajasthan,Jaipur,303348,11,13,jaipur
20-08-2025,Rajasthan,Jaipur,303801,10,15,jaipur
20-08-2025,Rajasthan,Jaipur,303802,2,1,jaipur
23-08-2025,Rajasthan,Jaipur,302001,6,3,jaipur
