date,state,district,pincode,bio_age_5_17,bio_age_17_,city
01-11-2025,Uttar Pradesh,Gorakhpur,273403,4,14,gorakhpur
01-11-2025,Uttar Pradesh,Gorakhpur,273409,4,8,gorakhpur
01-11-2025,Uttar Pradesh,Gorakhpur,273412,8,15,gorakhpur
03-11-2025,Uttar Pradesh,Gorakhpur,273006,0,2,gorakhpur
03-11-2025,Uttar Pradesh,Gorakhpur,273016,17,22,gorakhpur
03-11-2025,Uttar Pradesh,Gorakhpur,273165,66,25,gorakhpur
03-11-2025,Uttar Pradesh,Gorakhpur,273202,26,16,gorakhpur
03-11-2025,Uttar Pradesh,Gorakhpur,273412,13,16,gorakhpur
04-11-2025,Uttar Pradesh,Gorakhpur,273013,26,14,gorakhpur
04-11-2025,Uttar Pradesh,Gorakhpur,273155,3,2,gorakhpur
04-11-2025,Uttar Pradesh,Gorakhpur,273165,64,22,gorakhpur
04-11-2025,Uttar Pradesh,Gorakhpur,273201,42,22,gorakhpur
04-11-2025,Uttar Pradesh,Gorakhpur,273211,11,15,gorakhpur
04-11-2025,Uttar Pradesh,Gorakhpur,273212,48,21,gorakhpur
04-11-2025,Uttar Pradesh,Gorakhpur,273412,21,13,gorakhpur
04-11-2025,Uttar Pradesh,Gorakhpur,273413,30,30,gorakhpur
05-11-2025,Uttar Pradesh,Gorakhpur,273003,0,1,gorakhpur
05-11-2025,Uttar Pradesh,Gorakhpur,273007,10,15,gorakhpur
05-11-2025,Uttar Pradesh,Gorakhpur,273012,0,1,gorakhpur
05-11-2025,Uttar Pradesh,Gorakhpur,273015,3,9,gorakhpur
05-11-2025,Uttar Pradesh,Gorakhpur,273152,3,6,gorakhpur
05-11-2025,Uttar Pradesh,Gorakhpur,273155,0,1,gorakhpur
05-11-2025,Uttar Pradesh,Gorakhpur,273212,13,12,gorakhpur
05-11-2025,Uttar Pradesh,Gorakhpur,273404,4,6,gorakhpur
05-11-2025,Uttar Pradesh,Gorakhpur,273405,6,9,gorakhpur
05-11-2025,Uttar Pradesh,Gorakhpur,273407,1,5,gorakhpur
05-11-2025,Uttar Pradesh,Gorakhpur,273409,2,4,gorakhpur
06-11-2025,Uttar Pradesh,Gorakhpur,273006,2,3,gorakhpur
06-11-2025,Uttar Pradesh,Gorakhpur,273012,1,1,gorakhpur
06-11-2025,Uttar Pradesh,Gorakhpur,273017,1,1,gorakhpur
06-11-2025,Uttar Pradesh,Gorakhpur,273202,46,25,gorakhpur
06-11-2025,Uttar Pradesh,Gorakhpur,273212,49,32,gorakhpur
06-11-2025,Uttar Pradesh,Gorakhpur,273404,15,5,gorakhpur
06-11-2025,Uttar Pradesh,Gorakhpur,273412,7,27,gorakhpur
09-11-2025,Uttar Pradesh,Gorakhpur,273002,2,2,gorakhpur
09-11-2025,Uttar Pradesh,Gorakhpur,273005,2,5,gorakhpur
09-11-2025,Uttar Pradesh,Gorakhpur,273165,6,6,gorakhpur
09-11-2025,Uttar Pradesh,Gorakhpur,273202,11,13,gorakhpur
09-11-2025,Uttar Pradesh,Gorakhpur,273203,1,2,gorakhpur
09-11-2025,Uttar Pradesh,Gorakhpur,273209,3,10,gorakhpur
09-11-2025,Uttar Pradesh,Gorakhpur,273213,5,2,gorakhpur
09-11-2025,Uttar Pradesh,Gorakhpur,273306,4,8,gorakhpur
09-11-2025,Uttar Pradesh,Gorakhpur,273402,3,6,gorakhpur
09-11-2025,Uttar Pradesh,Gorakhpur,273405,8,24,gorakhpur
09-11-2025,Uttar Pradesh,Gorakhpur,273407,1,4,gorakhpur
07-11-2025,Uttar Pradesh,Gorakhpur,273001,19,26,gorakhpur
07-11-2025,Uttar Pradesh,Gorakhpur,273010,6,4,gorakhpur
07-11-2025,Uttar Pradesh,Gorakhpur,273152,11,17,gorakhpur
07-11-2025,Uttar Pradesh,Gorakhpur,273202,23,18,gorakhpur
07-11-2025,Uttar Pradesh,Gorakhpur,273213,4,5,gorakhpur
07-11-2025,Uttar Pradesh,Gorakhpur,273401,12,16,gorakhpur
07-11-2025,Uttar Pradesh,Gorakhpur,273403,16,34,gorakhpur
07-11-2025,Uttar Pradesh,Gorakhpur,273405,2,10,gorakhpur
07-11-2025,Uttar Pradesh,Gorakhpur,273406,12,6,gorakhpur
07-11-2025,Uttar Pradesh,Gorakhpur,273407,19,24,gorakhpur
25-06-2025,Uttar Pradesh,Gorakhpur,273163,0,1,gorakhpur
15-06-2025,Uttar Pradesh,Gorakhpur,273161,0,2,gorakhpur
19-10-2025,Uttar Pradesh,Gorakhpur,273013,6,8,gorakhpur
19-10-2025,Uttar Pradesh,Gorakhpur,273015,0,2,gorakhpur
19-10-2025,Uttar Pradesh,Gorakhpur,273155,0,2,gorakhpur
19-10-2025,Uttar Pradesh,Gorakhpur,273201,7,5,gorakhpur
19-10-2025,Uttar Pradesh,Gorakhpur,273203,3,3,gorakhpur
19-10-2025,Uttar Pradesh,Gorakhpur,273211,1,1,gorakhpur
19-10-2025,Uttar Pradesh,Gorakhpur,273408,2,1,gorakhpur
19-10-2025,Uttar Pradesh,Gorakhpur,273411,3,6,gorakhpur
21-10-2025,Uttar Pradesh,Gorakhpur,273006,1,1,gorakhpur
21-10-2025,Uttar Pradesh,Gorakhpur,273008,0,6,gorakhpur
21-10-2025,Uttar Pradesh,Gorakhpur,273009,1,2,gorakhpur
21-10-2025,Uttar Pradesh,Gorakhpur,273155,2,2,gorakhpur
21-10-2025,Uttar Pradesh,Gorakhpur,273158,2,4,gorakhpur
21-10-2025,Uttar Pradesh,Gorakhpur,273209,6,18,gorakhpur
21-10-2025,Uttar Pradesh,Gorakhpur,273306,1,11,gorakhpur
21-10-2025,Uttar Pradesh,Gorakhpur,273406,4,4,gorakhpur
18-10-2025,Uttar Pradesh,Gorakhpur,273001,9,26,gorakhpur
18-10-2025,Uttar Pradesh,Gorakhpur,273003,1,2,gorakhpur
18-10-2025,Uttar Pradesh,Gorakhpur,273004,0,5,gorakhpur
18-10-2025,Uttar Pradesh,Gorakhpur,273008,9,6,gorakhpur
18-10-2025,Uttar Pradesh,Gorakhpur,273010,3,8,gorakhpur
18-10-2025,Uttar Pradesh,Gorakhpur,273015,7,19,gorakhpur
18-10-2025,Uttar Pradesh,Gorakhpur,273016,3,20,gorakhpur
18-10-2025,Uttar Pradesh,Gorakhpur,273165,2,7,gorakhpur
18-10-2025,Uttar Pradesh,Gorakhpur,273306,22,10,gorakhpur
18-10-2025,Uttar Pradesh,Gorakhpur,273401,5,12,gorakhpur
18-10-2025,Uttar Pradesh,Gorakhpur,273406,3,7,gorakhpur
18-10-2025,Uttar Pradesh,Gorakhpur,273412,9,19,gorakhpur
20-10-2025,Uttar Pradesh,Gorakhpur,273007,1,3,gorakhpur
20-10-2025,Uttar Pradesh,Gorakhpur,273016,0,2,gorakhpur
20-10-2025,Uttar Pradesh,Gorakhpur,273411,0,1,gorakhpur
08-06-2025,Uttar Pradesh,Gorakhpur,273012,0,1,gorakhpur
04-06-2025,Uttar Pradesh,Gorakhpur,273003,0,1,gorakhpur
23-05-2025,Uttar Pradesh,Gorakhpur,273009,0,1,gorakhpur
12-07-2025,Uttar Pradesh,Gorakhpur,273012,0,2,gorakhpur
29-06-2025,Uttar Pradesh,Gorakhpur,273009,0,1,gorakhpur
14-06-2025,Uttar Pradesh,Gorakhpur,273003,2,5,gorakhpur
14-06-2025,Uttar Pradesh,Gorakhpur,273012,0,1,gorakhpur
16-06-2025,Uttar Pradesh,Gorakhpur,273017,0,2,gorakhpur
16-06-2025,Uttar Pradesh,Gorakhpur,273161,0,9,gorakhpur
18-06-2025,Uttar Pradesh,Gorakhpur,273006,0,3,gorakhpur
07-06-2025,Uttar Pradesh,Gorakhpur,273013,6,14,gorakhpur
07-06-2025,Uttar Pradesh,Gorakhpur,273211,1,0,gorakhpur
07-06-2025,Uttar Pradesh,Gorakhpur,273413,7,14,gorakhpur
08-06-2025,Uttar Pradesh,Gorakhpur,273005,0,4,gorakhpur
08-06-2025,Uttar Pradesh,Gorakhpur,273211,4,5,gorakhpur
08-06-2025,Uttar Pradesh,Gorakhpur,273402,3,3,gorakhpur
08-06-2025,Uttar Pradesh,Gorakhpur,273405,11,12,gorakhpur
08-06-2025,Uttar Pradesh,Gorakhpur,273411,2,2,gorakhpur
09-06-2025,Uttar Pradesh,Gorakhpur,273013,11,13,gorakhpur
09-06-2025,Uttar Pradesh,Gorakhpur,273402,7,8,gorakhpur
09-06-2025,Uttar Pradesh,Gorakhpur,273407,12,8,gorakhpur
09-06-2025,Uttar Pradesh,Gorakhpur,273408,0,3,gorakhpur
09-06-2025,Uttar Pradesh,Gorakhpur,273409,0,4,gorakhpur
17-06-2025,Uttar Pradesh,Gorakhpur,273003,1,1,gorakhpur
17-06-2025,Uttar Pradesh,Gorakhpur,273009,0,2,gorakhpur
17-06-2025,Uttar Pradesh,Gorakhpur,273014,3,11,gorakhpur
17-06-2025,Uttar Pradesh,Gorakhpur,273161,0,3,gorakhpur
17-06-2025,Uttar Pradesh,Gorakhpur,273209,15,35,gorakhpur
17-06-2025,Uttar Pradesh,Gorakhpur,273405,0,2,gorakhpur
17-06-2025,Uttar Pradesh,Gorakhpur,273411,5,13,gorakhpur
18-06-2025,Uttar Pradesh,Gorakhpur,273012,0,1,gorakhpur
18-06-2025,Uttar Pradesh,Gorakhpur,273013,11,9,gorakhpur
18-06-2025,Uttar Pradesh,Gorakhpur,273014,2,8,gorakhpur
18-06-2025,Uttar Pradesh,Gorakhpur,273212,4,15,gorakhpur
18-06-2025,Uttar Pradesh,Gorakhpur,273306,8,22,gorakhpur
18-06-2025,Uttar Pradesh,Gorakhpur,273407,7,8,gorakhpur
18-06-2025,Uttar Pradesh,Gorakhpur,273412,7,13,gorakhpur
10-06-2025,Uttar Pradesh,Gorakhpur,273005,5,8,gorakhpur
10-06-2025,Uttar Pradesh,Gorakhpur,273007,4,23,gorakhpur
10-06-2025,Uttar Pradesh,Gorakhpur,273015,14,26,gorakhpur
10-06-2025,Uttar Pradesh,Gorakhpur,273017,0,1,gorakhpur
10-06-2025,Uttar Pradesh,Gorakhpur,273203,5,7,gorakhpur
10-06-2025,Uttar Pradesh,Gorakhpur,273209,14,27,gorakhpur
10-06-2025,Uttar Pradesh,Gorakhpur,273212,4,13,gorakhpur
10-06-2025,Uttar Pradesh,Gorakhpur,273213,4,4,gorakhpur
10-06-2025,Uttar Pradesh,Gorakhpur,273403,4,19,gorakhpur
10-06-2025,Uttar Pradesh,Gorakhpur,273409,6,2,gorakhpur
10-06-2025,Uttar Pradesh,Gorakhpur,273413,4,10,gorakhpur
12-06-2025,Uttar Pradesh,Gorakhpur,273003,0,2,gorakhpur
12-06-2025,Uttar Pradesh,Gorakhpur,273005,2,6,gorakhpur
12-06-2025,Uttar Pradesh,Gorakhpur,273008,0,9,gorakhpur
12-06-2025,Uttar Pradesh,Gorakhpur,273017,0,1,gorakhpur
12-06-2025,Uttar Pradesh,Gorakhpur,273152,9,11,gorakhpur
12-06-2025,Uttar Pradesh,Gorakhpur,273155,3,2,gorakhpur
12-06-2025,Uttar Pradesh,Gorakhpur,273213,1,7,gorakhpur
12-06-2025,Uttar Pradesh,Gorakhpur,273403,12,12,gorakhpur
12-06-2025,Uttar Pradesh,Gorakhpur,273407,14,17,gorakhpur
12-06-2025,Uttar Pradesh,Gorakhpur,273412,10,14,gorakhpur
12-06-2025,Uttar Pradesh,Gorakhpur,273413,9,16,gorakhpur
16-06-2025,Uttar Pradesh,Gorakhpur,273007,19,31,gorakhpur
16-06-2025,Uttar Pradesh,Gorakhpur,273016,11,23,gorakhpur
16-06-2025,Uttar Pradesh,Gorakhpur,273155,0,1,gorakhpur
16-06-2025,Uttar Pradesh,Gorakhpur,273165,27,17,gorakhpur
16-06-2025,Uttar Pradesh,Gorakhpur,273202,10,23,gorakhpur
16-06-2025,Uttar Pradesh,Gorakhpur,273203,3,8,gorakhpur
16-06-2025,Uttar Pradesh,Gorakhpur,273401,4,9,gorakhpur
16-06-2025,Uttar Pradesh,Gorakhpur,273405,0,10,gorakhpur
16-06-2025,Uttar Pradesh,Gorakhpur,273407,18,12,gorakhpur
21-06-2025,Uttar Pradesh,Gorakhpur,273006,2,1,gorakhpur
21-06-2025,Uttar Pradesh,Gorakhpur,273015,6,33,gorakhpur
21-06-2025,Uttar Pradesh,Gorakhpur,273158,16,11,gorakhpur
21-06-2025,Uttar Pradesh,Gorakhpur,273406,3,8,gorakhpur
21-06-2025,Uttar Pradesh,Gorakhpur,273408,5,15,gorakhpur
21-06-2025,Uttar Pradesh,Gorakhpur,273409,2,8,gorakhpur
20-06-2025,Uttar Pradesh,Gorakhpur,273003,0,1,gorakhpur
20-06-2025,Uttar Pradesh,Gorakhpur,273006,0,4,gorakhpur
20-06-2025,Uttar Pradesh,Gorakhpur,273013,6,11,gorakhpur
20-06-2025,Uttar Pradesh,Gorakhpur,273015,13,30,gorakhpur
20-06-2025,Uttar Pradesh,Gorakhpur,273155,5,7,gorakhpur
20-06-2025,Uttar Pradesh,Gorakhpur,273213,4,6,gorakhpur
20-06-2025,Uttar Pradesh,Gorakhpur,273402,19,29,gorakhpur
20-06-2025,Uttar Pradesh,Gorakhpur,273408,13,13,gorakhpur
20-06-2025,Uttar Pradesh,Gorakhpur,273411,5,11,gorakhpur
20-05-2025,Uttar Pradesh,Gorakhpur,273003,0,3,gorakhpur
20-05-2025,Uttar Pradesh,Gorakhpur,273010,0,1,gorakhpur
20-05-2025,Uttar Pradesh,Gorakhpur,273155,3,0,gorakhpur
20-05-2025,Uttar Pradesh,Gorakhpur,273209,16,26,gorakhpur
20-05-2025,Uttar Pradesh,Gorakhpur,273401,7,18,gorakhpur
20-05-2025,Uttar Pradesh,Gorakhpur,273403,21,9,gorakhpur
20-05-2025,Uttar Pradesh,Gorakhpur,273406,8,4,gorakhpur
20-05-2025,Uttar Pradesh,Gorakhpur,273412,7,5,gorakhpur
21-05-2025,Uttar Pradesh,Gorakhpur,273008,3,8,gorakhpur
21-05-2025,Uttar Pradesh,Gorakhpur,273009,1,0,gorakhpur
21-05-2025,Uttar Pradesh,Gorakhpur,273202,3,6,gorakhpur
21-05-2025,Uttar Pradesh,Gorakhpur,273212,19,14,gorakhpur
21-05-2025,Uttar Pradesh,Gorakhpur,273213,3,6,gorakhpur
21-05-2025,Uttar Pradesh,Gorakhpur,273405,1,2,gorakhpur
21-05-2025,Uttar Pradesh,Gorakhpur,273409,3,7,gorakhpur
22-05-2025,Uttar Pradesh,Gorakhpur,273004,0,5,gorakhpur
22-05-2025,Uttar Pradesh,Gorakhpur,273008,4,4,gorakhpur
22-05-2025,Uttar Pradesh,Gorakhpur,273012,1,0,gorakhpur
22-05-2025,Uttar Pradesh,Gorakhpur,273211,4,8,gorakhpur
22-05-2025,Uttar Pradesh,Gorakhpur,273402,9,17,gorakhpur
26-05-2025,Uttar Pradesh,Gorakhpur,273014,10,16,gorakhpur
26-05-2025,Uttar Pradesh,Gorakhpur,273015,12,18,gorakhpur
26-05-2025,Uttar Pradesh,Gorakhpur,273017,1,1,gorakhpur
26-05-2025,Uttar Pradesh,Gorakhpur,273209,16,26,gorakhpur
26-05-2025,Uttar Pradesh,Gorakhpur,273213,3,8,gorakhpur
26-05-2025,Uttar Pradesh,Gorakhpur,273405,1,5,gorakhpur
27-05-2025,Uttar Pradesh,Gorakhpur,273002,10,13,gorakhpur
27-05-2025,Uttar Pradesh,Gorakhpur,273015,17,29,gorakhpur
27-05-2025,Uttar Pradesh,Gorakhpur,273155,6,3,gorakhpur
27-05-2025,Uttar Pradesh,Gorakhpur,273211,5,4,gorakhpur
27-05-2025,Uttar Pradesh,Gorakhpur,273401,9,9,gorakhpur
27-05-2025,Uttar Pradesh,Gorakhpur,273404,14,13,gorakhpur
27-05-2025,Uttar Pradesh,Gorakhpur,273405,3,5,gorakhpur
27-05-2025,Uttar Pradesh,Gorakhpur,273407,9,14,gorakhpur
23-05-2025,Uttar Pradesh,Gorakhpur,273001,3,18,gorakhpur
23-05-2025,Uttar Pradesh,Gorakhpur,273004,6,8,gorakhpur
23-05-2025,Uttar Pradesh,Gorakhpur,273006,3,2,gorakhpur
23-05-2025,Uttar Pradesh,Gorakhpur,273015,13,21,gorakhpur
23-05-2025,Uttar Pradesh,Gorakhpur,273016,11,19,gorakhpur
23-05-2025,Uttar Pradesh,Gorakhpur,273158,7,8,gorakhpur
23-05-2025,Uttar Pradesh,Gorakhpur,273401,3,14,gorakhpur
23-05-2025,Uttar Pradesh,Gorakhpur,273402,13,13,gorakhpur
23-05-2025,Uttar Pradesh,Gorakhpur,273403,7,12,gorakhpur
23-05-2025,Uttar Pradesh,Gorakhpur,273405,3,3,gorakhpur
23-05-2025,Uttar Pradesh,Gorakhpur,273411,3,8,gorakhpur
23-05-2025,Uttar Pradesh,Gorakhpur,273413,2,9,gorakhpur
25-05-2025,Uttar Pradesh,Gorakhpur,273005,1,4,gorakhpur
25-05-2025,Uttar Pradesh,Gorakhpur,273155,1,0,gorakhpur
25-05-2025,Uttar Pradesh,Gorakhpur,273161,0,1,gorakhpur
25-05-2025,Uttar Pradesh,Gorakhpur,273202,16,10,gorakhpur
25-05-2025,Uttar Pradesh,Gorakhpur,273404,0,1,gorakhpur
24-05-2025,Uttar Pradesh,Gorakhpur,273009,0,1,gorakhpur
24-05-2025,Uttar Pradesh,Gorakhpur,273158,8,3,gorakhpur
24-05-2025,Uttar Pradesh,Gorakhpur,273209,8,15,gorakhpur
24-05-2025,Uttar Pradesh,Gorakhpur,273211,4,1,gorakhpur
24-05-2025,Uttar Pradesh,Gorakhpur,273212,4,8,gorakhpur
24-05-2025,Uttar Pradesh,Gorakhpur,273403,7,9,gorakhpur
24-05-2025,Uttar Pradesh,Gorakhpur,273406,1,3,gorakhpur
24-05-2025,Uttar Pradesh,Gorakhpur,273407,1,9,gorakhpur
24-05-2025,Uttar Pradesh,Gorakhpur,273409,3,4,gorakhpur
28-05-2025,Uttar Pradesh,Gorakhpur,273001,7,16,gorakhpur
28-05-2025,Uttar Pradesh,Gorakhpur,273004,4,3,gorakhpur
28-05-2025,Uttar Pradesh,Gorakhpur,273005,2,15,gorakhpur
28-05-2025,Uttar Pradesh,Gorakhpur,273009,2,0,gorakhpur
28-05-2025,Uttar Pradesh,Gorakhpur,273015,12,18,gorakhpur
28-05-2025,Uttar Pradesh,Gorakhpur,273155,3,1,gorakhpur
28-05-2025,Uttar Pradesh,Gorakhpur,273209,12,25,gorakhpur
28-05-2025,Uttar Pradesh,Gorakhpur,273402,7,15,gorakhpur
28-05-2025,Uttar Pradesh,Gorakhpur,273403,7,18,gorakhpur
28-05-2025,Uttar Pradesh,Gorakhpur,273404,6,5,gorakhpur
28-05-2025,Uttar Pradesh,Gorakhpur,273406,3,5,gorakhpur
28-05-2025,Uttar Pradesh,Gorakhpur,273412,1,14,gorakhpur
29-05-2025,Uttar Pradesh,Gorakhpur,273001,11,27,gorakhpur
29-05-2025,Uttar Pradesh,Gorakhpur,273003,2,2,gorakhpur
29-05-2025,Uttar Pradesh,Gorakhpur,273007,10,13,gorakhpur
29-05-2025,Uttar Pradesh,Gorakhpur,273008,7,9,gorakhpur
29-05-2025,Uttar Pradesh,Gorakhpur,273010,2,6,gorakhpur
29-05-2025,Uttar Pradesh,Gorakhpur,273155,1,2,gorakhpur
29-05-2025,Uttar Pradesh,Gorakhpur,273158,4,7,gorakhpur
29-05-2025,Uttar Pradesh,Gorakhpur,273201,12,15,gorakhpur
29-05-2025,Uttar Pradesh,Gorakhpur,273202,2,7,gorakhpur
29-05-2025,Uttar Pradesh,Gorakhpur,273203,3,10,gorakhpur
29-05-2025,Uttar Pradesh,Gorakhpur,273209,19,22,gorakhpur
29-05-2025,Uttar Pradesh,Gorakhpur,273213,5,11,gorakhpur
29-05-2025,Uttar Pradesh,Gorakhpur,273409,6,3,gorakhpur
29-05-2025,Uttar Pradesh,Gorakhpur,273413,15,26,gorakhpur
02-06-2025,Uttar Pradesh,Gorakhpur,273002,4,11,gorakhpur
02-06-2025,Uttar Pradesh,Gorakhpur,273005,1,6,gorakhpur
02-06-2025,Uttar Pradesh,Gorakhpur,273009,0,2,gorakhpur
02-06-2025,Uttar Pradesh,Gorakhpur,273016,18,21,gorakhpur
02-06-2025,Uttar Pradesh,Gorakhpur,273152,10,12,gorakhpur
02-06-2025,Uttar Pradesh,Gorakhpur,273158,17,10,gorakhpur
02-06-2025,Uttar Pradesh,Gorakhpur,273202,7,13,gorakhpur
02-06-2025,Uttar Pradesh,Gorakhpur,273212,3,14,gorakhpur
02-06-2025,Uttar Pradesh,Gorakhpur,273213,2,2,gorakhpur
02-06-2025,Uttar Pradesh,Gorakhpur,273404,1,2,gorakhpur
01-06-2025,Uttar Pradesh,Gorakhpur,273002,2,3,gorakhpur
01-06-2025,Uttar Pradesh,Gorakhpur,273004,0,2,gorakhpur
01-06-2025,Uttar Pradesh,Gorakhpur,273165,0,3,gorakhpur
01-06-2025,Uttar Pradesh,Gorakhpur,273202,6,7,gorakhpur
01-06-2025,Uttar Pradesh,Gorakhpur,273306,5,1,gorakhpur
01-06-2025,Uttar Pradesh,Gorakhpur,273406,4,7,gorakhpur
01-06-2025,Uttar Pradesh,Gorakhpur,273408,2,6,gorakhpur
01-06-2025,Uttar Pradesh,Gorakhpur,273412,3,3,gorakhpur
03-06-2025,Uttar Pradesh,Gorakhpur,273004,1,3,gorakhpur
03-06-2025,Uttar Pradesh,Gorakhpur,273012,0,5,gorakhpur
03-06-2025,Uttar Pradesh,Gorakhpur,273014,10,14,gorakhpur
03-06-2025,Uttar Pradesh,Gorakhpur,273016,6,17,gorakhpur
03-06-2025,Uttar Pradesh,Gorakhpur,273201,13,16,gorakhpur
03-06-2025,Uttar Pradesh,Gorakhpur,273203,11,14,gorakhpur
03-06-2025,Uttar Pradesh,Gorakhpur,273405,8,7,gorakhpur
03-06-2025,Uttar Pradesh,Gorakhpur,273408,11,11,gorakhpur
04-06-2025,Uttar Pradesh,Gorakhpur,273006,0,3,gorakhpur
04-06-2025,Uttar Pradesh,Gorakhpur,273017,0,2,gorakhpur
04-06-2025,Uttar Pradesh,Gorakhpur,273306,9,9,gorakhpur
04-06-2025,Uttar Pradesh,Gorakhpur,273401,4,14,gorakhpur
04-06-2025,Uttar Pradesh,Gorakhpur,273406,2,4,gorakhpur
04-06-2025,Uttar Pradesh,Gorakhpur,273408,0,3,gorakhpur
31-05-2025,Uttar Pradesh,Gorakhpur,273002,5,7,gorakhpur
31-05-2025,Uttar Pradesh,Gorakhpur,273004,3,3,gorakhpur
31-05-2025,Uttar Pradesh,Gorakhpur,273008,13,10,gorakhpur
31-05-2025,Uttar Pradesh,Gorakhpur,273155,2,0,gorakhpur
31-05-2025,Uttar Pradesh,Gorakhpur,273203,3,1,gorakhpur
31-05-2025,Uttar Pradesh,Gorakhpur,273212,6,12,gorakhpur
31-05-2025,Uttar Pradesh,Gorakhpur,273403,2,7,gorakhpur
31-05-2025,Uttar Pradesh,Gorakhpur,273408,11,11,gorakhpur
30-05-2025,Uttar Pradesh,Gorakhpur,273002,18,12,gorakhpur
30-05-2025,Uttar Pradesh,Gorakhpur,273005,4,8,gorakhpur
30-05-2025,Uttar Pradesh,Gorakhpur,273007,9,13,gorakhpur
30-05-2025,Uttar Pradesh,Gorakhpur,273014,6,23,gorakhpur
30-05-2025,Uttar Pradesh,Gorakhpur,273155,3,4,gorakhpur
30-05-2025,Uttar Pradesh,Gorakhpur,273203,4,4,gorakhpur
30-05-2025,Uttar Pradesh,Gorakhpur,273209,28,27,gorakhpur
30-05-2025,Uttar Pradesh,Gorakhpur,273211,2,6,gorakhpur
30-05-2025,Uttar Pradesh,Gorakhpur,273403,7,9,gorakhpur
30-05-2025,Uttar Pradesh,Gorakhpur,273409,4,4,gorakhpur
30-05-2025,Uttar Pradesh,Gorakhpur,273411,5,16,gorakhpur
06-06-2025,Uttar Pradesh,Gorakhpur,273155,1,3,gorakhpur
06-06-2025,Uttar Pradesh,Gorakhpur,273158,10,4,gorakhpur
06-06-2025,Uttar Pradesh,Gorakhpur,273165,10,11,gorakhpur
06-06-2025,Uttar Pradesh,Gorakhpur,273202,20,25,gorakhpur
06-06-2025,Uttar Pradesh,Gorakhpur,273209,24,21,gorakhpur
06-06-2025,Uttar Pradesh,Gorakhpur,273213,7,9,gorakhpur
06-06-2025,Uttar Pradesh,Gorakhpur,273406,4,5,gorakhpur
06-06-2025,Uttar Pradesh,Gorakhpur,273409,3,2,gorakhpur
06-06-2025,Uttar Pradesh,Gorakhpur,273411,2,10,gorakhpur
05-06-2025,Uttar Pradesh,Gorakhpur,273002,5,9,gorakhpur
05-06-2025,Uttar Pradesh,Gorakhpur,273017,1,3,gorakhpur
05-06-2025,Uttar Pradesh,Gorakhpur,273152,8,11,gorakhpur
05-06-2025,Uttar Pradesh,Gorakhpur,273155,3,1,gorakhpur
05-06-2025,Uttar Pradesh,Gorakhpur,273161,0,1,gorakhpur
05-06-2025,Uttar Pradesh,Gorakhpur,273405,3,4,gorakhpur
05-06-2025,Uttar Pradesh,Gorakhpur,273411,2,7,gorakhpur
05-06-2025,Uttar Pradesh,Gorakhpur,273413,7,19,gorakhpur
11-06-2025,Uttar Pradesh,Gorakhpur,273005,1,6,gorakhpur
11-06-2025,Uttar Pradesh,Gorakhpur,273007,31,34,gorakhpur
11-06-2025,Uttar Pradesh,Gorakhpur,273015,15,23,gorakhpur
11-06-2025,Uttar Pradesh,Gorakhpur,273152,7,7,gorakhpur
11-06-2025,Uttar Pradesh,Gorakhpur,273161,2,1,gorakhpur
11-06-2025,Uttar Pradesh,Gorakhpur,273203,11,9,gorakhpur
11-06-2025,Uttar Pradesh,Gorakhpur,273212,12,22,gorakhpur
11-06-2025,Uttar Pradesh,Gorakhpur,273404,8,10,gorakhpur
11-06-2025,Uttar Pradesh,Gorakhpur,273405,4,5,gorakhpur
15-06-2025,Uttar Pradesh,Gorakhpur,273010,4,2,gorakhpur
15-06-2025,Uttar Pradesh,Gorakhpur,273213,2,2,gorakhpur
15-06-2025,Uttar Pradesh,Gorakhpur,273405,12,12,gorakhpur
15-06-2025,Uttar Pradesh,Gorakhpur,273407,3,4,gorakhpur
14-06-2025,Uttar Pradesh,Gorakhpur,273005,3,4,gorakhpur
14-06-2025,Uttar Pradesh,Gorakhpur,273006,0,3,gorakhpur
14-06-2025,Uttar Pradesh,Gorakhpur,273008,1,9,gorakhpur
14-06-2025,Uttar Pradesh,Gorakhpur,273161,1,0,gorakhpur
14-06-2025,Uttar Pradesh,Gorakhpur,273201,9,14,gorakhpur
14-06-2025,Uttar Pradesh,Gorakhpur,273202,21,25,gorakhpur
14-06-2025,Uttar Pradesh,Gorakhpur,273213,1,2,gorakhpur
14-06-2025,Uttar Pradesh,Gorakhpur,273405,0,1,gorakhpur
14-06-2025,Uttar Pradesh,Gorakhpur,273407,5,5,gorakhpur
14-06-2025,Uttar Pradesh,Gorakhpur,273412,14,10,gorakhpur
14-06-2025,Uttar Pradesh,Gorakhpur,273413,10,15,gorakhpur
13-06-2025,Uttar Pradesh,Gorakhpur,273002,11,10,gorakhpur
13-06-2025,Uttar Pradesh,Gorakhpur,273006,2,4,gorakhpur
13-06-2025,Uttar Pradesh,Gorakhpur,273008,3,13,gorakhpur
13-06-2025,Uttar Pradesh,Gorakhpur,273165,19,28,gorakhpur
13-06-2025,Uttar Pradesh,Gorakhpur,273403,8,5,gorakhpur
13-06-2025,Uttar Pradesh,Gorakhpur,273413,5,19,gorakhpur
19-06-2025,Uttar Pradesh,Gorakhpur,273007,8,33,gorakhpur
19-06-2025,Uttar Pradesh,Gorakhpur,273017,1,3,gorakhpur
19-06-2025,Uttar Pradesh,Gorakhpur,273152,4,11,gorakhpur
